législature,prénom,nom,nom_complet,du,au,parti,circonscription
41,Pierre,Paradis,Pierre Paradis,2017-01-26T00:00:00Z,2018-08-15T00:00:00Z,IND,Brome-Missisquoi
41,Pierre,Paradis,Pierre Paradis,2018-08-16T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Brome-Missisquoi
41,Jean-François,Roberge,Jean-François Roberge,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Chambly
41,Pierre-Michel,Auger,Pierre-Michel Auger,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Champlain
41,Marc,Carrière,Marc Carrière,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Chapleau
41,François,Blais,François Blais,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Charlesbourg
41,Caroline,Simard,Caroline Simard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Charlevoix–Côte-de-Beaupré
41,Pierre,Moreau,Pierre Moreau,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Châteauguay
41,Gérard,Deltell,Gérard Deltell,2014-04-07T00:00:00Z,2015-04-06T00:00:00Z,CAQ,Chauveau
41,Véronyque,Tremblay,Véronyque Tremblay,2015-06-08T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Chauveau
41,Stéphane,Bédard,Stéphane Bédard,2014-04-07T00:00:00Z,2015-10-21T00:00:00Z,PQ,Chicoutimi
41,Mireille,Jean,Mireille Jean,2016-04-11T00:00:00Z,2018-09-30T00:00:00Z,PQ,Chicoutimi
41,Guy,Ouellette,Guy Ouellette,2014-04-07T00:00:00Z,2017-10-25T00:00:00Z,PLQ,Chomedey
41,Guy,Ouellette,Guy Ouellette,2017-10-26T00:00:00Z,2017-11-20T00:00:00Z,IND,Chomedey
41,Guy,Ouellette,Guy Ouellette,2017-11-21T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Chomedey
41,Marc,Picard,Marc Picard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Chutes-de-la-Chaudière
41,Norbert,Morin,Norbert Morin,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Côte-du-Sud
41,Marie,Montpetit,Marie Montpetit,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Crémazie
41,David,Birnbaum,David Birnbaum,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,D'Arcy-McGee
41,Benoit,Charette,Benoit Charette,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Deux-Montagnes
41,Sébastien,Schneeberger,Sébastien Schneeberger,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Drummond–Bois-Francs
41,Serge,Simard,Serge Simard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Dubuc
41,Lorraine,Richard,Lorraine Richard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Duplessis
41,Gilles,Ouimet,Gilles Ouimet,2014-04-07T00:00:00Z,2015-08-24T00:00:00Z,PLQ,Fabre
41,Monique,Sauvé,Monique Sauvé,2015-11-09T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Fabre
41,Gaétan,Lelièvre,Gaétan Lelièvre,2014-04-07T00:00:00Z,2017-05-15T00:00:00Z,PQ,Gaspé
41,Gaétan,Lelièvre,Gaétan Lelièvre,2017-05-16T00:00:00Z,2018-09-30T00:00:00Z,IND,Gaspé
41,Stéphanie,Vallée,Stéphanie Vallée,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Gatineau
41,Françoise,David,Françoise David,2014-04-07T00:00:00Z,2017-01-18T00:00:00Z,QS,Gouin
41,Gabriel,Nadeau-Dubois,Gabriel Nadeau-Dubois,2017-05-29T00:00:00Z,2018-09-30T00:00:00Z,QS,Gouin
41,François,Bonnardel,François Bonnardel,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Granby
41,Claude,Surprenant,Claude Surprenant,2014-04-07T00:00:00Z,2017-01-23T00:00:00Z,CAQ,Groulx
41,Claude,Surprenant,Claude Surprenant,2017-01-24T00:00:00Z,2018-09-30T00:00:00Z,IND,Groulx
41,Carole,Poirier,Carole Poirier,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Hochelaga-Maisonneuve
41,Maryse,Gaudreault,Maryse Gaudreault,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Hull
41,Stéphane,Billette,Stéphane Billette,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Huntingdon
41,Claire,Samson,Claire Samson,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Iberville
41,Germain,Chevarie,Germain Chevarie,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Îles-de-la-Madeleine
41,Geoffrey,Kelley,Geoffrey Kelley,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Jacques-Cartier
41,André,Drolet,André Drolet,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Jean-Lesage
41,Yves,Bolduc,Yves Bolduc,2014-04-07T00:00:00Z,2015-02-25T00:00:00Z,PLQ,Jean-Talon
41,Sébastien,Proulx,Sébastien Proulx,2015-06-08T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Jean-Talon
41,Filomena,Rotiroti,Filomena Rotiroti,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Jeanne-Mance–Viger
41,André,Lamontagne,André Lamontagne,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Johnson
41,Véronique,Hivon,Véronique Hivon,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Joliette
41,Sylvain,Gaudreault,Sylvain Gaudreault,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Jonquière
41,François,Legault,François Legault,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,L'Assomption
41,Éric,Caire,Éric Caire,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,La Peltrie
41,Gaétan,Barrette,Gaétan Barrette,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,La Pinière
41,Richard,Merlini,Richard Merlini,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,La Prairie
41,Sylvain,Pagé,Sylvain Pagé,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Labelle
41,Alexandre,Cloutier,Alexandre Cloutier,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Lac-Saint-Jean
41,Marc,Tanguay,Marc Tanguay,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,LaFontaine
41,Nicole,Ménard,Nicole Ménard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Laporte
41,Gerry,Sklavounos,Gerry Sklavounos,2014-04-07T00:00:00Z,2016-10-19T00:00:00Z,PLQ,Laurier-Dorion
41,Gerry,Sklavounos,Gerry Sklavounos,2016-10-20T00:00:00Z,2018-09-30T00:00:00Z,IND,Laurier-Dorion
41,Saul,Polo,Saul Polo,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Laval-des-Rapides
41,Julie,Boulet,Julie Boulet,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Laviolette
41,Christian,Dubé,Christian Dubé,2014-04-07T00:00:00Z,2014-08-14T00:00:00Z,CAQ,Lévis
41,François,Paradis,François Paradis,2014-10-20T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Lévis
41,Laurent,Lessard,Laurent Lessard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Lotbinière-Frontenac
41,Sam,Hamad,Sam Hamad,2014-04-07T00:00:00Z,2017-04-26T00:00:00Z,PLQ,Louis-Hébert
41,Geneviève,Guilbault,Geneviève Guilbault,2017-10-02T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Louis-Hébert
41,Robert,Poëti,Robert Poëti,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Marguerite-Bourgeoys
41,Bernard,Drainville,Bernard Drainville,2014-04-07T00:00:00Z,2016-06-13T00:00:00Z,PQ,Marie-Victorin
41,Catherine,Fournier,Catherine Fournier,2016-12-05T00:00:00Z,2018-09-30T00:00:00Z,PQ,Marie-Victorin
41,François,Ouimet,François Ouimet,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Marquette
41,Marc,Plante,Marc Plante,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Maskinongé
41,Mathieu,Lemay,Mathieu Lemay,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Masson
41,Pascal,Bérubé,Pascal Bérubé,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Matane-Matapédia
41,Ghislain,Bolduc,Ghislain Bolduc,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Mégantic
41,Amir,Khadir,Amir Khadir,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,QS,Mercier
41,Francine,Charbonneau,Francine Charbonneau,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Mille-Îles
41,Sylvie,D'Amours,Sylvie D'Amours,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Mirabel
41,Pierre,Arcand,Pierre Arcand,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Mont-Royal
41,Nathalie,Roy,Nathalie Roy,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Montarville
41,Raymond,Bernier,Raymond Bernier,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Montmorency
41,Martin,Coiteux,Martin Coiteux,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Nelligan
41,Donald,Martel,Donald Martel,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Nicolet-Bécancour
41,Kathleen,Weil,Kathleen Weil,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Notre-Dame-de-Grâce
41,Pierre,Reid,Pierre Reid,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Orford
41,Hélène,David,Hélène David,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Outremont
41,Alexandre,Iracà,Alexandre Iracà,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Papineau
41,Nicole,Léger,Nicole Léger,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Pointe-aux-Trembles
41,André,Fortin,André Fortin,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Pontiac
41,Michel,Matte,Michel Matte,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Portneuf
41,Marjolain,Dufour,Marjolain Dufour,2014-04-07T00:00:00Z,2015-09-02T00:00:00Z,PQ,René-Lévesque
41,Martin,Ouellet,Martin Ouellet,2015-11-09T00:00:00Z,2018-09-30T00:00:00Z,PQ,René-Lévesque
41,Lise,Lavallée,Lise Lavallée,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Repentigny
41,Élaine,Zakaïb,Élaine Zakaïb,2014-04-07T00:00:00Z,2014-09-28T00:00:00Z,PQ,Richelieu
41,Sylvain,Rochon,Sylvain Rochon,2015-03-09T00:00:00Z,2018-09-30T00:00:00Z,PQ,Richelieu
41,Karine,Vallières,Karine Vallières,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Richmond
41,Harold,LeBel,Harold LeBel,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Rimouski
41,Jean,D'Amour,Jean D'Amour,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Rivière-du-Loup–Témiscouata
41,Carlos,Leitão,Carlos Leitão,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Robert-Baldwin
41,Philippe,Couillard,Philippe Couillard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Roberval
41,Jean-François,Lisée,Jean-François Lisée,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Rosemont
41,Nicolas,Marceau,Nicolas Marceau,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Rousseau
41,Luc,Blanchette,Luc Blanchette,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Rouyn-Noranda–Témiscamingue
41,Guy,Hardy,Guy Hardy,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Saint-François
41,Marguerite,Blais,Marguerite Blais,2014-04-07T00:00:00Z,2015-08-20T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
41,Dominique,Anglade,Dominique Anglade,2015-11-09T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
41,Chantal,Soucy,Chantal Soucy,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,CAQ,Saint-Hyacinthe
41,Dave,Turcotte,Dave Turcotte,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Saint-Jean
41,Pierre,Karl Péladeau,Pierre Karl Péladeau,2014-04-07T00:00:00Z,2016-05-01T00:00:00Z,PQ,Saint-Jérôme
41,Marc,Bourcier,Marc Bourcier,2016-12-05T00:00:00Z,2018-09-30T00:00:00Z,PQ,Saint-Jérôme
41,Jean-Marc,Fournier,Jean-Marc Fournier,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Saint-Laurent
41,Pierre,Giguère,Pierre Giguère,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Saint-Maurice
41,Manon,Massé,Manon Massé,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,QS,Sainte-Marie–Saint-Jacques
41,Jean,Habel,Jean Habel,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Sainte-Rose
41,Alain,Therrien,Alain Therrien,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Sanguinet
41,Luc,Fortin,Luc Fortin,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Sherbrooke
41,Lucie,Charlebois,Lucie Charlebois,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Soulanges
41,Diane,Lamarre,Diane Lamarre,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Taillon
41,Agnès,Maltais,Agnès Maltais,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Taschereau
41,Mathieu,Traversy,Mathieu Traversy,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Terrebonne
41,Jean-Denis,Girard,Jean-Denis Girard,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Trois-Rivières
41,Jean,Boucher,Jean Boucher,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Ungava
41,Martine,Ouellet,Martine Ouellet,2014-04-07T00:00:00Z,2017-02-04T00:00:00Z,PQ,Vachon
41,Martine,Ouellet,Martine Ouellet,2017-02-05T00:00:00Z,2018-09-30T00:00:00Z,IND,Vachon
41,Patrick,Huot,Patrick Huot,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Vanier-Les Rivières
41,Marie-Claude,Nichols,Marie-Claude Nichols,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Vaudreuil
41,Stéphane,Bergeron,Stéphane Bergeron,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PQ,Verchères
41,Jacques,Daoust,Jacques Daoust,2014-04-07T00:00:00Z,2016-08-18T00:00:00Z,PLQ,Verdun
41,Isabelle,Melançon,Isabelle Melançon,2016-12-09T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Verdun
41,David,Heurtel,David Heurtel,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Viau
41,Jean,Rousselle,Jean Rousselle,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Vimont
41,Jacques,Chagnon,Jacques Chagnon,2014-04-07T00:00:00Z,2018-09-30T00:00:00Z,PLQ,Westmount–Saint-Louis
42,Pierre,Dufour,Pierre Dufour,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Abitibi-Est
42,Suzanne,Blais,Suzanne Blais,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Abitibi-Ouest
42,Christine,St-Pierre,Christine St-Pierre,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Acadie
42,Lise,Thériault,Lise Thériault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Anjou–Louis-Riel
42,Agnès,Grondin,Agnès Grondin,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Argenteuil
42,Eric,Lefebvre,Eric Lefebvre,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Arthabaska
42,Luc,Provençal,Luc Provençal,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Beauce-Nord
42,Samuel,Poulin,Samuel Poulin,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Beauce-Sud
42,Claude,Reid,Claude Reid,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Beauharnois
42,Stéphanie,Lachance,Stéphanie Lachance,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Bellechasse
42,Caroline,Proulx,Caroline Proulx,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Berthier
42,Nadine,Girault,Nadine Girault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Bertrand
42,Mario,Laframboise,Mario Laframboise,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Blainville
42,Sylvain,Roy,Sylvain Roy,2018-10-01T00:00:00Z,2021-06-03T00:00:00Z,PQ,Bonaventure
42,Sylvain,Roy,Sylvain Roy,2021-06-04T00:00:00Z,2022-10-02T00:00:00Z,IND,Bonaventure
42,Simon,Jolin-Barrette,Simon Jolin-Barrette,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Borduas
42,Paule,Robitaille,Paule Robitaille,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Bourassa-Sauvé
42,Richard,Campeau,Richard Campeau,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Bourget
42,Isabelle,Charest,Isabelle Charest,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Brome-Missisquoi
42,Jean-François,Roberge,Jean-François Roberge,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Chambly
42,Sonia,LeBel,Sonia LeBel,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Champlain
42,Mathieu,Lévesque,Mathieu Lévesque,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Chapleau
42,Jonatan,Julien,Jonatan Julien,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Charlesbourg
42,Émilie,Foster,Émilie Foster,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Charlevoix–Côte-de-Beaupré
42,MarieChantal,Chassé,MarieChantal Chassé,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Châteauguay
42,Sylvain,Lévesque,Sylvain Lévesque,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Chauveau
42,Andrée,Laforest,Andrée Laforest,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Chicoutimi
42,Guy,Ouellette,Guy Ouellette,2018-10-01T00:00:00Z,2018-10-04T00:00:00Z,PLQ,Chomedey
42,Guy,Ouellette,Guy Ouellette,2018-10-05T00:00:00Z,2022-10-02T00:00:00Z,IND,Chomedey
42,Marc,Picard,Marc Picard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Chutes-de-la-Chaudière
42,Marie-Eve,Proulx,Marie-Eve Proulx,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Côte-du-Sud
42,David,Birnbaum,David Birnbaum,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,D'Arcy-McGee
42,Benoit,Charette,Benoit Charette,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Deux-Montagnes
42,Sébastien,Schneeberger,Sébastien Schneeberger,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Drummond–Bois-Francs
42,François,Tremblay,François Tremblay,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Dubuc
42,Lorraine,Richard,Lorraine Richard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Duplessis
42,Monique,Sauvé,Monique Sauvé,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Fabre
42,Méganne,Perry Mélançon,Méganne Perry Mélançon,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Gaspé
42,Robert,Bussière,Robert Bussière,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Gatineau
42,Gabriel,Nadeau-Dubois,Gabriel Nadeau-Dubois,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Gouin
42,François,Bonnardel,François Bonnardel,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Granby
42,Eric,Girard,Eric Girard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Groulx
42,Alexandre,Leduc,Alexandre Leduc,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Hochelaga-Maisonneuve
42,Maryse,Gaudreault,Maryse Gaudreault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Hull
42,Claire,IsaBelle,Claire IsaBelle,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Huntingdon
42,Claire,Samson,Claire Samson,2018-10-01T00:00:00Z,2021-06-14T00:00:00Z,CAQ,Iberville
42,Claire,Samson,Claire Samson,2021-06-15T00:00:00Z,2021-06-17T00:00:00Z,IND,Iberville
42,Claire,Samson,Claire Samson,2021-06-18T00:00:00Z,2022-10-02T00:00:00Z,PCQ,Iberville
42,Joël,Arseneau,Joël Arseneau,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Îles-de-la-Madeleine
42,Gregory,Kelley,Gregory Kelley,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Jacques-Cartier
42,Sol,Zanetti,Sol Zanetti,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Jean-Lesage
42,Sébastien,Proulx,Sébastien Proulx,2018-10-01T00:00:00Z,2019-08-30T00:00:00Z,PLQ,Jean-Talon
42,Joëlle,Boutin,Joëlle Boutin,2019-12-02T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Jean-Talon
42,Filomena,Rotiroti,Filomena Rotiroti,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Jeanne-Mance–Viger
42,André,Lamontagne,André Lamontagne,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Johnson
42,Véronique,Hivon,Véronique Hivon,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Joliette
42,Sylvain,Gaudreault,Sylvain Gaudreault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Jonquière
42,François,Legault,François Legault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,L'Assomption
42,Éric,Caire,Éric Caire,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,La Peltrie
42,Gaétan,Barrette,Gaétan Barrette,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,La Pinière
42,Christian,Dubé,Christian Dubé,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,La Prairie
42,Chantale,Jeannotte,Chantale Jeannotte,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Labelle
42,Éric,Girard,Éric Girard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Lac-Saint-Jean
42,Marc,Tanguay,Marc Tanguay,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,LaFontaine
42,Nicole,Ménard,Nicole Ménard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Laporte
42,Andrés,Fontecilla,Andrés Fontecilla,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Laurier-Dorion
42,Saul,Polo,Saul Polo,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Laval-des-Rapides
42,Marie-Louise,Tardif,Marie-Louise Tardif,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Laviolette–Saint-Maurice
42,Lucie,Lecours,Lucie Lecours,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Les Plaines
42,François,Paradis,François Paradis,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Lévis
42,Isabelle,Lecours,Isabelle Lecours,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Lotbinière-Frontenac
42,Geneviève,Guilbault,Geneviève Guilbault,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Louis-Hébert
42,Hélène,David,Hélène David,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Marguerite-Bourgeoys
42,Catherine,Fournier,Catherine Fournier,2018-10-01T00:00:00Z,2019-03-10T00:00:00Z,PQ,Marie-Victorin
42,Catherine,Fournier,Catherine Fournier,2019-03-11T00:00:00Z,2022-11-12T00:00:00Z,IND,Marie-Victorin
42,Shirley,Dorismond,Shirley Dorismond,2022-04-11T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Marie-Victorin
42,Enrico,Ciccone,Enrico Ciccone,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Marquette
42,Simon,Allaire,Simon Allaire,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Maskinongé
42,Mathieu,Lemay,Mathieu Lemay,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Masson
42,Pascal,Bérubé,Pascal Bérubé,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PQ,Matane-Matapédia
42,Marie,Montpetit,Marie Montpetit,2018-10-01T00:00:00Z,2021-11-07T00:00:00Z,PLQ,Maurice-Richard
42,Marie,Montpetit,Marie Montpetit,2021-11-08T00:00:00Z,2022-10-02T00:00:00Z,IND,Maurice-Richard
42,François,Jacques,François Jacques,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Mégantic
42,Ruba,Ghazal,Ruba Ghazal,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,QS,Mercier
42,Francine,Charbonneau,Francine Charbonneau,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Mille-Îles
42,Sylvie,D'Amours,Sylvie D'Amours,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Mirabel
42,Pierre,Arcand,Pierre Arcand,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Mont-Royal–Outremont
42,Nathalie,Roy,Nathalie Roy,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Montarville
42,Jean-François,Simard,Jean-François Simard,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Montmorency
42,Monsef,Derraji,Monsef Derraji,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,PLQ,Nelligan
42,Donald,Martel,Donald Martel,2018-10-01T00:00:00Z,2022-10-02T00:00:00Z,CAQ,Nicolet-Bécancour
