législature,prénom,nom,nom_complet,du,au,parti,circonscription
38,François,Gendron,François Gendron,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Abitibi-Ouest
38,Christine,St-Pierre,Christine St-Pierre,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Acadie
38,Lise,Thériault,Lise Thériault,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Anjou
38,David,Whissell,David Whissell,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Argenteuil
38,Jean-François,Roux,Jean-François Roux,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Arthabaska
38,Janvier,Grondin,Janvier Grondin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Beauce-Nord
38,Claude,Morin,Claude Morin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Beauce-Sud
38,Serge,Deslières,Serge Deslières,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Beauharnois
38,Jean,Domingue,Jean Domingue,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Bellechasse
38,François,Benjamin,François Benjamin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Berthier
38,Claude,Cousineau,Claude Cousineau,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Bertrand
38,Pierre,Gingras,Pierre Gingras,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Blainville
38,Nathalie,Normandeau,Nathalie Normandeau,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Bonaventure
38,Diane,Lemieux,Diane Lemieux,2007-03-26T00:00:00Z,2007-10-16T00:00:00Z,PQ,Bourget
38,Maka,Kotto,Maka Kotto,2008-05-12T00:00:00Z,2008-12-07T00:00:00Z,PQ,Bourget
38,Pierre,Curzi,Pierre Curzi,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Borduas
38,Line,Beauchamp,Line Beauchamp,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Bourassa-Sauvé
38,Pierre,Paradis,Pierre Paradis,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Brome-Missisquoi
38,Richard,Merlini,Richard Merlini,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Chambly
38,Pierre-Michel,Auger,Pierre-Michel Auger,2007-03-26T00:00:00Z,2008-10-22T00:00:00Z,ADQ,Champlain
38,Pierre-Michel,Auger,Pierre-Michel Auger,2008-10-23T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Champlain
38,Benoît,Pelletier,Benoît Pelletier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Chapleau
38,Catherine,Morissette,Catherine Morissette,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Charlesbourg
38,Rosaire,Bertrand,Rosaire Bertrand,2007-03-26T00:00:00Z,2007-08-12T00:00:00Z,PQ,Charlevoix
38,Pauline,Marois,Pauline Marois,2007-09-24T00:00:00Z,2008-12-07T00:00:00Z,PQ,Charlevoix
38,Jean-Marc,Fournier,Jean-Marc Fournier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Châteauguay
38,Gilles,Taillon,Gilles Taillon,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Chauveau
38,Stéphane,Bédard,Stéphane Bédard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Chicoutimi
38,Guy,Ouellette,Guy Ouellette,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Chomedey
38,Marc,Picard,Marc Picard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Chutes-de-la-Chaudière
38,Lisette,Lapointe,Lisette Lapointe,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Crémazie
38,Lawrence,Bergman,Lawrence Bergman,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,D'Arcy-McGee
38,Lucie,Leblanc,Lucie Leblanc,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Deux-Montagnes
38,Sébastien,Schneeberger,Sébastien Schneeberger,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Drummond
38,Jacques,Côté,Jacques Côté,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Dubuc
38,Lorraine,Richard,Lorraine Richard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Duplessis
38,Michelle,Courchesne,Michelle Courchesne,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Fabre
38,Laurent,Lessard,Laurent Lessard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Frontenac
38,Guy,Lelièvre,Guy Lelièvre,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Gaspé
38,Stéphanie,Vallée,Stéphanie Vallée,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Gatineau
38,Nicolas,Girard,Nicolas Girard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Gouin
38,Linda,Lapointe,Linda Lapointe,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Groulx
38,Louise,Harel,Louise Harel,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Hochelaga-Maisonneuve
38,Roch,Cholette,Roch Cholette,2007-03-26T00:00:00Z,2008-04-08T00:00:00Z,PLQ,Hull
38,Maryse,Gaudreault,Maryse Gaudreault,2008-05-12T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Hull
38,Albert,De Martin,Albert De Martin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Huntingdon
38,André,Riedl,André Riedl,2007-03-26T00:00:00Z,2008-10-22T00:00:00Z,ADQ,Iberville
38,André,Riedl,André Riedl,2008-10-23T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Iberville
38,Maxime,Arseneau,Maxime Arseneau,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Îles-de-la-Madeleine
38,Geoffrey,Kelley,Geoffrey Kelley,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Jacques-Cartier
38,Jean-François,Gosselin,Jean-François Gosselin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Jean-Lesage
38,Michel,Bissonnet,Michel Bissonnet,2007-03-26T00:00:00Z,2008-09-23T00:00:00Z,PLQ,Jeanne-Mance–Viger
38,Philippe,Couillard,Philippe Couillard,2007-03-26T00:00:00Z,2008-06-24T00:00:00Z,PLQ,Jean-Talon
38,Yves,Bolduc,Yves Bolduc,2008-09-29T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Jean-Talon
38,Éric,Charbonneau,Éric Charbonneau,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Johnson
38,Pascal,Beaupré,Pascal Beaupré,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Joliette
38,Sylvain,Gaudreault,Sylvain Gaudreault,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Jonquière
38,Claude,Béchard,Claude Béchard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Kamouraska-Témiscouata
38,Sylvain,Pagé,Sylvain Pagé,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Labelle
38,Alexandre,Cloutier,Alexandre Cloutier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Lac-Saint-Jean
38,Tony,Tomassi,Tony Tomassi,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,LaFontaine
38,Éric,Caire,Éric Caire,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,La Peltrie
38,Fatima,Houda-Pepin,Fatima Houda-Pepin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,La Pinière
38,Nicole,Ménard,Nicole Ménard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Laporte
38,Monique,Roy Verville,Monique Roy Verville,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,La Prairie
38,Éric,Laporte,Éric Laporte,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,L'Assomption
38,Gerry,Sklavounos,Gerry Sklavounos,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Laurier-Dorion
38,Alain,Paquet,Alain Paquet,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Laval-des-Rapides
38,Julie,Boulet,Julie Boulet,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Laviolette
38,Christian,Lévesque,Christian Lévesque,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Lévis
38,Sylvie,Roy,Sylvie Roy,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Lotbinière
38,Sam,Hamad,Sam Hamad,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Louis-Hébert
38,Monique,Jérôme-Forget,Monique Jérôme-Forget,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Marguerite-Bourgeoys
38,Simon-Pierre,Diamond,Simon-Pierre Diamond,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Marguerite-D'Youville
38,Bernard,Drainville,Bernard Drainville,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Marie-Victorin
38,François,Ouimet,François Ouimet,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Marquette
38,Jean,Damphousse,Jean Damphousse,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Maskinongé
38,Ginette,Grandmont,Ginette Grandmont,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Masson
38,Pascal,Bérubé,Pascal Bérubé,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Matane
38,Danielle,Doyer,Danielle Doyer,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Matapédia
38,Johanne,Gonthier,Johanne Gonthier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Mégantic-Compton
38,Daniel,Turp,Daniel Turp,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Mercier
38,Maurice,Clermont,Maurice Clermont,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Mille-Îles
38,François,Desrochers,François Desrochers,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Mirabel
38,Claude,Roy,Claude Roy,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Montmagny-L'Islet
38,Hubert,Benoit,Hubert Benoit,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Montmorency
38,Pierre,Arcand,Pierre Arcand,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Mont-Royal
38,Yolande,James,Yolande James,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Nelligan
38,Éric,Dorion,Éric Dorion,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Nicolet-Yamaska
38,Russell,Copeman,Russell Copeman,2007-03-26T00:00:00Z,2008-10-21T00:00:00Z,PLQ,Notre-Dame-de-Grâce
38,Pierre,Reid,Pierre Reid,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Orford
38,Raymond,Bachand,Raymond Bachand,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Outremont
38,Norman,MacMillan,Norman MacMillan,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Papineau
38,André,Boisclair,André Boisclair,2007-03-26T00:00:00Z,2007-11-14T00:00:00Z,PQ,Pointe-aux-Trembles
38,Nicole,Léger,Nicole Léger,2008-05-12T00:00:00Z,2008-12-07T00:00:00Z,PQ,Pointe-aux-Trembles
38,Charlotte,L'Écuyer,Charlotte L'Écuyer,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Pontiac
38,Raymond,Francoeur,Raymond Francoeur,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Portneuf
38,Martin,Camirand,Martin Camirand,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Prévost
38,Marjolain,Dufour,Marjolain Dufour,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,René-Lévesque
38,Sylvain,Simard,Sylvain Simard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Richelieu
38,Yvon,Vallières,Yvon Vallières,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Richmond
38,Irvin,Pelletier,Irvin Pelletier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Rimouski
38,Mario,Dumont,Mario Dumont,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Rivière-du-Loup
38,Pierre,Marsan,Pierre Marsan,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Robert-Baldwin
38,Denis,Trottier,Denis Trottier,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Roberval
38,Rita,Dionne-Marsolais,Rita Dionne-Marsolais,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Rosemont
38,François,Legault,François Legault,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Rousseau
38,Johanne,Morasse,Johanne Morasse,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Rouyn-Noranda–Témiscamingue
38,Monique,Gagnon-Tremblay,Monique Gagnon-Tremblay,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Saint-François
38,Marguerite,Blais,Marguerite Blais,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Saint-Henri–Sainte-Anne
38,Claude,L'Écuyer,Claude L'Écuyer,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Saint-Hyacinthe
38,Lucille,Méthé,Lucille Méthé,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Saint-Jean
38,Jacques,Dupuis,Jacques Dupuis,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Saint-Laurent
38,Martin,Lemay,Martin Lemay,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Sainte-Marie–Saint-Jacques
38,Robert,Deschamps,Robert Deschamps,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Saint-Maurice
38,François,Bonnardel,François Bonnardel,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Shefford
38,Jean,Charest,Jean Charest,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Sherbrooke
38,Lucie,Charlebois,Lucie Charlebois,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Soulanges
38,Marie,Malavoy,Marie Malavoy,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Taillon
38,Agnès,Maltais,Agnès Maltais,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Taschereau
38,Jean-François,Therrien,Jean-François Therrien,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Terrebonne
38,Sébastien,Proulx,Sébastien Proulx,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Trois-Rivières
38,Luc,Ferland,Luc Ferland,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Ungava
38,Camil,Bouchard,Camil Bouchard,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Vachon
38,Sylvain,Légaré,Sylvain Légaré,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,ADQ,Vanier
38,Yvon,Marcoux,Yvon Marcoux,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Vaudreuil
38,Stéphane,Bergeron,Stéphane Bergeron,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PQ,Verchères
38,Henri-François,Gautrin,Henri-François Gautrin,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Verdun
38,Emmanuel,Dubourg,Emmanuel Dubourg,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Viau
38,Vincent,Auclair,Vincent Auclair,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Vimont
38,Jacques,Chagnon,Jacques Chagnon,2007-03-26T00:00:00Z,2008-12-07T00:00:00Z,PLQ,Westmount–Saint-Louis
39,Pierre,Corbeil,Pierre Corbeil,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Abitibi-Est
39,François,Gendron,François Gendron,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Abitibi-Ouest
39,Christine,St-Pierre,Christine St-Pierre,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Acadie
39,Lise,Thériault,Lise Thériault,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Anjou
39,David,Whissell,David Whissell,2008-12-08T00:00:00Z,2011-12-15T00:00:00Z,PLQ,Argenteuil
39,Roland,Richer,Roland Richer,2012-06-11T00:00:00Z,2012-09-03T00:00:00Z,PQ,Argenteuil
39,Claude,Bachand,Claude Bachand,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Arthabaska
39,Janvier,Grondin,Janvier Grondin,2008-12-08T00:00:00Z,2012-02-13T00:00:00Z,ADQ,Beauce-Nord
39,Janvier,Grondin,Janvier Grondin,2012-02-14T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Beauce-Nord
39,Robert,Dutil,Robert Dutil,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Beauce-Sud
39,Guy,Leclair,Guy Leclair,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Beauharnois
39,Dominique,Vien,Dominique Vien,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Bellechasse
39,André,Villeneuve,André Villeneuve,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Berthier
39,Claude,Cousineau,Claude Cousineau,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Bertrand
39,Daniel,Ratthé,Daniel Ratthé,2008-12-08T00:00:00Z,2011-11-23T00:00:00Z,PQ,Blainville
39,Daniel,Ratthé,Daniel Ratthé,2011-11-24T00:00:00Z,2011-12-18T00:00:00Z,IND,Blainville
39,Daniel,Ratthé,Daniel Ratthé,2011-12-19T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Blainville
39,Nathalie,Normandeau,Nathalie Normandeau,2008-12-08T00:00:00Z,2011-09-05T00:00:00Z,PLQ,Bonaventure
39,Damien,Arsenault,Damien Arsenault,2011-12-05T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Bonaventure
39,Pierre,Curzi,Pierre Curzi,2008-12-08T00:00:00Z,2011-06-05T00:00:00Z,PQ,Borduas
39,Pierre,Curzi,Pierre Curzi,2011-06-06T00:00:00Z,2012-09-03T00:00:00Z,IND,Borduas
39,Line,Beauchamp,Line Beauchamp,2008-12-08T00:00:00Z,2012-05-13T00:00:00Z,PLQ,Bourassa-Sauvé
39,Maka,Kotto,Maka Kotto,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Bourget
39,Pierre,Paradis,Pierre Paradis,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Brome-Missisquoi
39,Bertrand,St-Arnaud,Bertrand St-Arnaud,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Chambly
39,Noëlla,Champagne,Noëlla Champagne,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Champlain
39,Marc,Carrière,Marc Carrière,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Chapleau
39,Michel,Pigeon,Michel Pigeon,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Charlesbourg
39,Pauline,Marois,Pauline Marois,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Charlevoix
39,Pierre,Moreau,Pierre Moreau,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Châteauguay
39,Gérard,Deltell,Gérard Deltell,2008-12-08T00:00:00Z,2012-02-13T00:00:00Z,ADQ,Chauveau
39,Gérard,Deltell,Gérard Deltell,2012-02-14T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Chauveau
39,Stéphane,Bédard,Stéphane Bédard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Chicoutimi
39,Guy,Ouellette,Guy Ouellette,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Chomedey
39,Marc,Picard,Marc Picard,2008-12-08T00:00:00Z,2009-11-05T00:00:00Z,ADQ,Chutes-de-la-Chaudière
39,Marc,Picard,Marc Picard,2009-11-06T00:00:00Z,2011-12-18T00:00:00Z,IND,Chutes-de-la-Chaudière
39,Marc,Picard,Marc Picard,2011-12-19T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Chutes-de-la-Chaudière
39,Lisette,Lapointe,Lisette Lapointe,2008-12-08T00:00:00Z,2011-06-05T00:00:00Z,PQ,Crémazie
39,Lisette,Lapointe,Lisette Lapointe,2011-06-06T00:00:00Z,2012-09-03T00:00:00Z,IND,Crémazie
39,Lawrence,Bergman,Lawrence Bergman,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,D'Arcy-McGee
39,Benoit,Charette,Benoit Charette,2008-12-08T00:00:00Z,2011-06-20T00:00:00Z,PQ,Deux-Montagnes
39,Benoit,Charette,Benoit Charette,2011-06-21T00:00:00Z,2011-12-18T00:00:00Z,IND,Deux-Montagnes
39,Benoit,Charette,Benoit Charette,2011-12-19T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Deux-Montagnes
39,Yves-François,Blanchet,Yves-François Blanchet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Drummond
39,Serge,Simard,Serge Simard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Dubuc
39,Lorraine,Richard,Lorraine Richard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Duplessis
39,Michelle,Courchesne,Michelle Courchesne,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Fabre
39,Laurent,Lessard,Laurent Lessard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Frontenac
39,Georges,Mamelonet,Georges Mamelonet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Gaspé
39,Stéphanie,Vallée,Stéphanie Vallée,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Gatineau
39,Nicolas,Girard,Nicolas Girard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Gouin
39,René,Gauvreau,René Gauvreau,2008-12-08T00:00:00Z,2011-06-20T00:00:00Z,PQ,Groulx
39,René,Gauvreau,René Gauvreau,2011-06-21T00:00:00Z,2012-04-05T00:00:00Z,IND,Groulx
39,René,Gauvreau,René Gauvreau,2012-04-06T00:00:00Z,2012-09-03T00:00:00Z,PQ,Groulx
39,Carole,Poirier,Carole Poirier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Hochelaga-Maisonneuve
39,Maryse,Gaudreault,Maryse Gaudreault,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Hull
39,Stéphane,Billette,Stéphane Billette,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Huntingdon
39,Marie,Bouillé,Marie Bouillé,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Iberville
39,Germain,Chevarie,Germain Chevarie,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Îles-de-la-Madeleine
39,Geoffrey,Kelley,Geoffrey Kelley,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Jacques-Cartier
39,André,Drolet,André Drolet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Jean-Lesage
39,Yves,Bolduc,Yves Bolduc,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Jean-Talon
39,Filomena,Rotiroti,Filomena Rotiroti,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Jeanne-Mance–Viger
39,Etienne-Alexis,Boucher,Etienne-Alexis Boucher,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Johnson
39,Véronique,Hivon,Véronique Hivon,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Joliette
39,Sylvain,Gaudreault,Sylvain Gaudreault,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Jonquière
39,Claude,Béchard,Claude Béchard,2008-12-08T00:00:00Z,2010-09-06T00:00:00Z,PLQ,Kamouraska-Témiscouata
39,André,Simard,André Simard,2010-11-29T00:00:00Z,2012-09-03T00:00:00Z,PQ,Kamouraska-Témiscouata
39,Scott,McKay,Scott McKay,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,L'Assomption
39,Éric,Caire,Éric Caire,2008-12-08T00:00:00Z,2009-11-05T00:00:00Z,ADQ,La Peltrie
39,Éric,Caire,Éric Caire,2009-11-06T00:00:00Z,2011-12-18T00:00:00Z,IND,La Peltrie
39,Éric,Caire,Éric Caire,2011-12-19T00:00:00Z,2012-09-03T00:00:00Z,CAQ,La Peltrie
39,Fatima,Houda-Pepin,Fatima Houda-Pepin,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,La Pinière
39,François,Rebello,François Rebello,2008-12-08T00:00:00Z,2012-01-08T00:00:00Z,PQ,La Prairie
39,François,Rebello,François Rebello,2012-01-09T00:00:00Z,2012-09-03T00:00:00Z,CAQ,La Prairie
39,Sylvain,Pagé,Sylvain Pagé,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Labelle
39,Alexandre,Cloutier,Alexandre Cloutier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PQ,Lac-Saint-Jean
39,Tony,Tomassi,Tony Tomassi,2008-12-08T00:00:00Z,2010-05-05T00:00:00Z,PLQ,LaFontaine
39,Tony,Tomassi,Tony Tomassi,2010-05-06T00:00:00Z,2012-05-02T00:00:00Z,IND,LaFontaine
39,Marc,Tanguay,Marc Tanguay,2012-06-11T00:00:00Z,2012-09-03T00:00:00Z,PLQ,LaFontaine
39,Nicole,Ménard,Nicole Ménard,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Laporte
39,Gerry,Sklavounos,Gerry Sklavounos,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Laurier-Dorion
39,Alain,Paquet,Alain Paquet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Laval-des-Rapides
39,Julie,Boulet,Julie Boulet,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Laviolette
39,Gilles,Lehouillier,Gilles Lehouillier,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Lévis
39,Sylvie,Roy,Sylvie Roy,2008-12-08T00:00:00Z,2012-02-13T00:00:00Z,ADQ,Lotbinière
39,Sylvie,Roy,Sylvie Roy,2012-02-14T00:00:00Z,2012-09-03T00:00:00Z,CAQ,Lotbinière
39,Sam,Hamad,Sam Hamad,2008-12-08T00:00:00Z,2012-09-03T00:00:00Z,PLQ,Louis-Hébert
39,Monique,Jérôme-Forget,Monique Jérôme-Forget,2008-12-08T00:00:00Z,2009-04-07T00:00:00Z,PLQ,Marguerite-Bourgeoys
