discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
45127_f3_int4_20221201_CH_215149,45127,ɔ̃,0.1700000000000017,88.69,88.86,9,j,<SIL>,l,s.j.ɔ̃,88.47,88.86,d'habitation,d.a.b.i.t.a.s.j.ɔ̃,87.99,88.86
86777_f2_int3_20230329_CH_120834,86777,ɔ̃,0.1100000000000012,10.52,10.63,2,m,t,ɑ̃,m.ɔ̃,10.45,10.63,montant,m.ɔ̃.t.ɑ̃,10.45,10.8
ANQ062-12,69953,ɔ̃,0.05986394557823082,8.602947845804987,8.662811791383218,6,j,d,m,t.j.ɔ̃,8.493197278911564,8.662811791383218,question,k.ɛ.s.t.j.ɔ̃,8.303628117913831,8.662811791383218
30777_f5_int6_20221206_CH_193811,30777,ɔ̃,0.0899999999999892,64.26,64.35,2,f,k,s,f.ɔ̃.k,64.16,64.39,fonction,f.ɔ̃.k.s.j.ɔ̃,64.16,64.56
ANQ067-1,93238,ɔ̃,0.11972789115647232,57.79115646258503,57.9108843537415,5,j,sp,e,z.j.ɔ̃,57.611564625850335,57.9108843537415,vision,v.i.z.j.ɔ̃,57.48185941043084,57.9108843537415
52013_f2_int2_2021_03_31_CH_0-1652,52013,ɔ̃,0.1599999999999966,79.23,79.39,3,n,s,e,n.ɔ̃,79.17,79.39,annoncé,a.n.ɔ̃.s.e,79.05,79.61
63101_f2_int3_2014_02_18_assnat,63101,ɔ̃,0.0899999999999963,54.39,54.48,6,j,d,e,t.j.ɔ̃,54.3,54.48,question,c.ɛ.s.t.j.ɔ̃,54.09,54.48
20488_f3_int4_2022_03_29_assnat_161259,20488,ɔ̃,0.13999999999999702,31.1,31.24,2,k,s,ə,k.ɔ̃,31.05,31.24,qu'on,k.ɔ̃,31.05,31.24
92340_f6_int7_2022_03_29_assnat_110941,92340,ɔ̃,0.0899999999999963,63.07,63.16,2,s,spn,<SIL>,s.ɔ̃,62.97,63.16,son,s.ɔ̃,62.97,63.16
ANQ031-17,46224,ɔ̃,0.2394557823129233,53.67052154195011,53.90997732426304,1,ɔ̃,n,ɑ,ɔ̃,53.67052154195011,53.90997732426304,on,ɔ̃,53.67052154195011,53.90997732426304
ANQ031-1,46224,ɔ̃,0.1197278911564652,17.133560090702947,17.253287981859412,4,z,sp,k,z.ɔ̃,17.0437641723356,17.253287981859412,raisons,ʁ.ɛ.z.ɔ̃,16.83424036281179,17.253287981859412
55473_f1_int2_2022_03_24_assnat_160345,55473,ɔ̃,0.07999999999999963,3.98,4.06,2,m,ɛ̃,t,m.ɔ̃,3.93,4.06,mon,m.ɔ̃,3.93,4.06
20189_f2_int4_2022_03_24_assnat_151628,20189,ɔ̃,0.07000000000000739,92.97,93.04,7,j,d,ə,z.j.ɔ̃,92.87,93.04,l'occasion,l.ɔ.k.a.z.j.ɔ̃,92.6,93.04
20923_f2_int4_2006_03_03_assnat,20923,ɔ̃,0.1599999999999966,92.28,92.44,1,<SIL>,t,ʁ,ɔ̃,92.28,92.44,on,ɔ̃,92.28,92.44
92098_f6_int7_2018_06_07_assnat_2,92098,ɔ̃,0.120000000000001,15.6,15.72,8,j,<SIL>,e,s.j.ɔ̃,15.48,15.72,formation,f.ɔ.ʁ.m.a.s.j.ɔ̃,15.13,15.72
27263_f5_int6_20221201_CH_194021,27263,ɔ̃,0.12000000000000456,48.58,48.7,13,j,<SIL>,e,s.j.ɔ̃,48.45,48.7,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,47.89,48.7
38811_f13_int14_2018_03_21_assnat,38811,ɔ̃,0.0799999999999983,44.83,44.91,1,ʁ,p,ø,ɔ̃,44.83,44.91,on,ɔ̃,44.83,44.91
95941_f1_int2_20221206_CH_200218,95941,ɔ̃,0.10999999999999945,33.24,33.35,2,k,t,e,k.ɔ̃,33.19,33.35,comté,k.ɔ̃.t.e,33.19,33.47
18111_f5_int6_2014_02_18_assnat,18111,ɔ̃,0.06000000000000227,70.69,70.75,7,j,p,a,s.j.ɔ̃,70.55,70.75,commission,k.ɔ.m.i.s.j.ɔ̃,70.33,70.75
ANQ062-12,69953,ɔ̃,0.1396825396825392,29.944444444444443,30.084126984126986,6,j,sp,e,t.j.ɔ̃,29.804761904761904,30.084126984126986,question,k.ɛ.s.t.j.ɔ̃,29.505442176870744,30.084126984126986
ANQ074-4,98588,ɔ̃,0.14965986394557262,39.94172335600908,40.09138321995465,6,j,a,v,s.j.ɔ̃,39.79206349206349,40.09138321995465,ambitions,ɑ̃.b.i.s.j.ɔ̃,39.66235827664399,40.09138321995465
11696_f3_int4_20230329_CH_154830,11696,ɔ̃,0.14000000000000057,73.31,73.45,7,j,<SIL>,d,s.j.ɔ̃,73.13,73.45,création,k.ʁ.e.a.s.j.ɔ̃,72.83,73.45
29097_f4_int6_20221206_CH_161009,29097,ɔ̃,0.09999999999999964,15.1,15.2,7,j,<SIL>,a,j.ɔ̃,15,15.2,travaillons,t.ʁ.a.v.a.j.ɔ̃,14.68,15.2
64968_f3_int4_2022_03_29_assnat_164708,64968,ɔ̃,0.0799999999999983,30.91,30.99,2,m,m,ɑ̃,m.ɔ̃,30.83,30.99,mon,m.ɔ̃,30.83,30.99
20189_f13_int24_2022_03_24_assnat_151628,20189,ɔ̃,0.129999999999999,15.21,15.34,1,e,k,ɔ̃,ɔ̃,15.21,15.34,on,ɔ̃,15.21,15.34
76718_f2_int4_2006_04_05_assnat,76718,ɔ̃,0.10999999999999945,40.68,40.79,2,k,s,ɑ̃,k.ɔ̃,40.61,40.79,consentement,k.ɔ̃.s.ɑ̃.t.m.ɑ̃,40.61,41.4
ANQ083-1,77650,ɔ̃,0.10975056689342466,47.85374149659864,47.96349206349207,2,k,s,i,k.ɔ̃,47.79387755102041,47.96349206349207,considérant,k.ɔ̃.s.i.d.e.ʁ.ɑ̃,47.79387755102041,48.362585034013605
18111_f1_int2_2013_11_21_comm,18111,ɔ̃,0.1599999999999966,41.78,41.94,4,l,c,i,l.ɔ̃,41.72,41.94,talon,t.a.l.ɔ̃,41.57,41.94
20291_f12_int13_20230328_CH_161055,20291,ɔ̃,0.0800000000000054,41.94,42.02,2,s,<SIL>,ɛ̃,s.ɔ̃,41.85,42.02,sont,s.ɔ̃,41.85,42.02
92098_f4_int5_2018_06_07_assnat_2,92098,ɔ̃,0.09000000000000341,93.75,93.84,2,k,s,i,k.ɔ̃,93.68,93.84,concitoyens,k.ɔ̃.s.i.t.w.a.j.ɛ̃,93.68,94.32
38811_f6_int7_2018_03_21_assnat,38811,ɔ̃,0.15000000000000213,16.65,16.8,2,d,k,a,d.ɔ̃.k,16.57,16.86,donc,d.ɔ̃.k,16.57,16.86
68409_f5_int5_2022_03_29_CH_0-1724,68409,ɔ̃,0.1600000000000037,48.8,48.96,2,k,o,ʁ,k.ɔ̃,48.75,48.96,qu'on,k.ɔ̃,48.75,48.96
98330_f7_int7_2021_03_31_CH_0-1433,98330,ɔ̃,0.07000000000000028,50.06,50.13,8,j,d,ə,z.j.ɔ̃,49.9,50.13,prévisions,p.ʁ.e.v.i.z.j.ɔ̃,49.59,50.13
94076_f3_int4_2021_03_31_CH_0-1641,94076,ɔ̃,0.10999999999999945,87.59,87.7,4,z,p,u,z.ɔ̃,87.42,87.7,maison,m.ɛ.z.ɔ̃,87.35,87.7
20978_f2_int3_2017_04_27_comm,20978,ɔ̃,0.17999999999999972,55.76,55.94,2,k,t,e,k.ɔ̃,55.68,55.94,comté,k.ɔ̃.t.e,55.68,56.15
94076_f4_int5_2021_03_31_CH_0-1641,94076,ɔ̃,0.09999999999999964,9.1,9.2,2,s,p,ʁ,s.ɔ̃,9.02,9.2,son,s.ɔ̃,9.02,9.2
47863_f8_int10_20230328_CH_111155,47863,ɔ̃,0.1999999999999993,7.73,7.93,8,ʁ,<SIL>,y,d.ʁ.ɔ̃,7.62,7.93,obtiendront,ɔ.p.t.j.ɛ̃.d.ʁ.ɔ̃,7.25,7.93
98330_f1_int2_2015_11_17_assnat,98330,ɔ̃,0.12000000000000456,92.07,92.19,2,k,t,e,k.ɔ̃,92,92.19,comté,k.ɔ̃.t.e,92,92.34
28898_f3_int3_2019_05_02_CH_0-19_30,28898,ɔ̃,0.11999999999999034,79.9,80.02,1,t,ɑ,k,ɔ̃,79.9,80.02,on,ɔ̃,79.9,80.02
38811_f8_int9_2018_03_21_assnat,38811,ɔ̃,0.09999999999999432,77.36,77.46,2,k,t,ʁ,k.ɔ̃,77.28,77.46,contribution,k.ɔ̃.t.ʁ.i.b.y.s.j.ɔ̃,77.28,77.9
ANQ031-20,46224,ɔ̃,0.09977324263039122,52.43333333333333,52.53310657596372,2,z,s,a,z.ɔ̃,52.36349206349206,52.53310657596372,ont,z.ɔ̃,52.36349206349206,52.53310657596372
18111_f6_int7_2014_02_18_assnat,18111,ɔ̃,0.20999999999999375,79.62,79.83,9,j,<SIL>,d,s.j.ɔ̃,79.28,79.83,définition,d.e.f.i.ɲ.i.s.j.ɔ̃,78.77,79.83
45127_f2_int3_20221201_CH_215149,45127,ɔ̃,0.12999999999999545,72.95,73.08,2,k,s,i,k.ɔ̃,72.88,73.08,considérant,k.ɔ̃.s.i.d.e.ʁ.ɑ̃,72.88,73.81
20923_f2_int3_2005_05_03_assnat,20923,ɔ̃,0.15000000000000568,78.11,78.26,13,j,<SIL>,u,s.j.ɔ̃,77.91,78.26,circonscription,s.i.ʁ.k.ɔ̃.s.k.ʁ.i.p.s.j.ɔ̃,77.38,78.26
61332_f11_int16_2013_02_15_comm_1,61332,ɔ̃,0.20999999999999996,1.42,1.63,2,d,k,œ,d.ɔ̃.k,1.38,1.79,donc,d.ɔ̃.k,1.38,1.79
47863_f9_int11_20230328_CH_111155,47863,ɔ̃,0.0799999999999983,19.75,19.83,8,j,t,u,s.j.ɔ̃,19.65,19.83,situation,s.i.t.ɥ.a.s.j.ɔ̃,19.38,19.83
20488_f2_int3_2022_03_29_assnat_161259,20488,ɔ̃,0.10999999999999945,57.24,57.35,2,m,d,y,m.ɔ̃.d,57.18,57.4,monde,m.ɔ̃.d,57.18,57.4
23400_f5_int7_2017_04_27_comm,23400,ɔ̃,0.10999999999999945,28.16,28.27,2,k,ʒ,y,k.ɔ̃,28.1,28.27,conjugale,k.ɔ̃.ʒ.y.ɡ.a.l,28.1,28.7
68409_f3_int3_2022_03_29_CH_0-1724,68409,ɔ̃,0.10999999999999945,66.31,66.42,2,k,v,j,k.ɔ̃,66.25,66.42,qu'on,k.ɔ̃,66.25,66.42
18111_f1_int2_2013_11_21_comm,18111,ɔ̃,0.10999999999999945,47.15,47.26,4,ɡ,d,ɔ,ɡ.ɔ̃.d,47.1,47.29,seconde,s.ə.ɡ.ɔ̃.d,46.94,47.29
94076_f2_int3_2021_03_31_CH_0-1641,94076,ɔ̃,0.14000000000000057,48.67,48.81,2,f,k,s,f.ɔ̃.k,48.54,48.88,fonctionne,f.ɔ̃.k.s.j.ɔ.n,48.54,49.29
63101_f1_int2_2013_11_21_comm,63101,ɔ̃,0.10000000000000142,18.81,18.91,2,k,s,y,k.ɔ̃,18.76,18.91,consultations,k.ɔ̃.s.y.l.t.a.s.j.ɔ̃,18.76,19.55
93404_f2_int3_2010_05_11_comm,93404,ɔ̃,0.14000000000000057,7.59,7.73,9,j,<SIL>,ɔ̃,s.j.ɔ̃,7.38,7.73,réflexion,ʁ.e.f.l.ɛ.k.s.j.ɔ̃,7.01,7.73
38811_f6_int7_2018_03_21_assnat,38811,ɔ̃,0.14999999999999858,54.25,54.4,2,d,k,p,d.ɔ̃.k,54.19,54.48,donc,d.ɔ̃.k,54.19,54.48
27263_f7_int8_20221201_CH_194021,27263,ɔ̃,0.1700000000000017,55.92,56.09,5,n,s,e,n.ɔ̃,55.87,56.09,prononcés,p.ʁ.ɔ.n.ɔ̃.s.e,55.7,56.49
94076_f8_int10_2022_03_30_assnat_164838,94076,ɔ̃,0.120000000000001,30.49,30.61,8,j,s,ɑ̃,s.j.ɔ̃,30.34,30.61,éducation,e.d.y.k.a.s.j.ɔ̃,29.92,30.61
57403_f3_int4_2022_03_29_assnat_170109,57403,ɔ̃,0.06999999999999318,89.2,89.27,5,j,d,y,j.ɔ̃,89.16,89.27,régions,ʁ.e.ʒ.j.ɔ̃,88.93,89.27
ANQ031-22,46224,ɔ̃,0.10975056689342466,49.43015873015873,49.539909297052155,2,k,p,a,k.ɔ̃,49.3702947845805,49.539909297052155,comparons,k.ɔ̃.p.a.ʁ.ɔ̃,49.3702947845805,49.92902494331066
38811_f3_int4_2018_03_21_assnat,38811,ɔ̃,0.0899999999999892,88.62,88.71,2,m,t,ʁ,m.ɔ̃,88.57,88.71,montrer,m.ɔ̃.t.ʁ.e,88.57,88.92
98330_f3_int4_2016_09_12_comm_2,98330,ɔ̃,0.13000000000000256,52.26,52.39,4,ɡ,d,ɜ,ɡ.ɔ̃,52.21,52.39,secondaires,s.ə.ɡ.ɔ̃.d.ɜ.ʁ,52.03,52.67
63101_f5_int6_2014_02_18_assnat,63101,ɔ̃,0.06000000000000227,68.74,68.8,1,i,t,ʁ,ɔ̃,68.74,68.8,ont,ɔ̃,68.74,68.8
35448_f5_int6_20221208_CH_114157,35448,ɔ̃,0.07000000000000739,81.07,81.14,1,i,n,ə,ɔ̃,81.07,81.14,on,ɔ̃,81.07,81.14
23400_f4_int5_2017_04_27_comm,23400,ɛ̃,0.08000000000000007,5.09,5.17,1,n,p,ɔ,ɛ̃,5.09,5.17,importante,ɛ̃.p.ɔ.ʁ.t.ɑ̃.t,5.09,5.66
64968_f2_int3_2022_03_29_assnat_164708,64968,ɛ̃,0.14000000000000057,78.78,78.92,1,<SIL>,v,ɛ,ɛ̃,78.78,78.92,investi,ɛ̃.v.ɛ.s.t.i,78.78,79.33
18111_f9_int11_2014_02_18_assnat,18111,ɛ̃,0.0699999999999994,6.03,6.1,2,f,d,ə,f.ɛ̃,5.94,6.1,fin,f.ɛ̃,5.94,6.1
61332_f7_int9_2013_02_15_comm_1,61332,ɛ̃,0.06000000000000227,100.31,100.37,2,d,c,e,d.ɛ̃,100.27,100.37,d'inquiétudes,d.ɛ̃.c.e.t.y.d,100.27,100.72
20291_f2_int3_20230328_CH_161055,20291,ɛ̃,0.25,40.68,40.93,2,mʲ,<SIL>,m,mʲ.ɛ̃,40.51,40.93,mien,mʲ.ɛ̃,40.51,40.93
52013_f2_int2_2021_03_31_CH_0-1652,52013,ɛ̃,0.10999999999999945,97.61,97.72,5,w,<SIL>,s,w.ɛ̃,97.58,97.72,besoins,b.ə.z.w.ɛ̃,97.41,97.72
20923_f1_int2_2005_05_03_assnat,20923,ɛ̃,0.07000000000000739,69.02,69.09,3,w,<SIL>,c,m.w.ɛ̃,68.83,69.09,moins,m.w.ɛ̃,68.83,69.09
48329_f2_int3_2019_04_02_assnat_1952,48329,ɛ̃,0.10999999999999945,65.8,65.91,4,ʁ,p,u,ʁ.ɛ̃,65.66,65.91,terrain,t.ɛ.ʁ.ɛ̃,65.55,65.91
ANQ067-10,93238,ɛ̃,0.0997732426303859,12.284580498866212,12.384353741496598,1,d,f,o,ɛ̃,12.284580498866212,12.384353741496598,info,ɛ̃.f.o,12.284580498866212,12.553968253968254
14401_f6_int7_2022_03_29_assnat_174837,14401,ɛ̃,0.14000000000000057,26.05,26.19,2,s,k,c,s.ɛ̃.k,26,26.23,cinq,s.ɛ̃.k,26,26.23
66902_f19_int37_2013_02_13_comm_1,66902,ɛ̃,0.06000000000000005,1.78,1.84,2,m,t,n,m.ɛ̃.t,1.72,1.9,maintenant,m.ɛ̃.t.n.ɑ̃,1.72,2.04
86777_f2_int3_20230329_CH_120834,86777,ɛ̃,0.07000000000000028,17.09,17.16,2,v,t,n,v.ɛ̃.t,17.05,17.29,vingt,v.ɛ̃.t,17.05,17.29
30777_f7_int8_20221206_CH_193811,30777,ɛ̃,0.11000000000000654,57.16,57.27,2,d,f,l,d.ɛ̃,57.03,57.27,d'inflation,d.ɛ̃.f.l.a.s.j.ɔ̃,57.03,57.81
45127_f5_int6_20221201_CH_215149,45127,ɛ̃,0.11999999999999744,52.25,52.37,1,e,t,i,ɛ̃,52.25,52.37,intimes,ɛ̃.t.i.m,52.25,52.75
10622_f2_int3_20221202_CH_115051,10622,ɛ̃,0.0800000000000125,64.57,64.65,2,v,t,e,v.ɛ̃.t,64.48,64.75,vingt,v.ɛ̃.t,64.48,64.75
47863_f7_int9_20230328_CH_111155,47863,ɛ̃,0.14999999999999858,60.14,60.29,2,d,ʒ,ɛ,d.ɛ̃,60.1,60.29,d'injecter,d.ɛ̃.ʒ.ɛ.k.t.e,60.1,60.63
ANQ069-1,95075,ɛ̃,0.1197278911564652,60.35532879818594,60.4750566893424,3,j,n,ə,ʁ.j.ɛ̃,60.26553287981859,60.4750566893424,rien,ʁ.j.ɛ̃,60.26553287981859,60.4750566893424
20488_f1_int2_2022_03_29_assnat_161259,20488,ɛ̃,0.14999999999999147,68.59,68.74,2,s,k,t,s.ɛ̃.k,68.51,68.79,cinq,s.ɛ̃.k,68.51,68.79
48329_f2_int3_2019_04_02_assnat_1952,48329,ɛ̃,0.09000000000000341,70.61,70.7,2,n,p,ɔ,n.ɛ̃,70.53,70.7,n'importe,n.ɛ̃.p.ɔ.ʁ.t,70.53,71.01
47863_f12_int14_20230328_CH_111155,47863,ɛ̃,0.14000000000000012,3.28,3.42,1,<SIL>,k,ʁ,ɛ̃,3.28,3.42,incroyable,ɛ̃.k.ʁ.w.a.j.a.b.l,3.28,3.93
20189_f9_int16_2022_03_24_assnat_151628,20189,ɛ̃,0.08000000000000185,23.02,23.1,2,s,k,m,s.ɛ̃.k,22.89,23.24,cinq,s.ɛ̃.k,22.89,23.24
92098_f6_int7_2018_06_07_assnat_2,92098,ɛ̃,0.14999999999999858,52.85,53,4,ʁ,<SIL>,e,ʁ.ɛ̃,52.7,53,terrain,t.ɛ.ʁ.ɛ̃,52.61,53
23400_f4_int5_2017_04_27_comm,23400,ɛ̃,0.1600000000000037,44.76,44.92,2,v,a,v,v.ɛ̃,44.72,44.92,vingt,v.ɛ̃,44.72,44.92
48329_f1_int2_2019_04_02_assnat_1952,48329,ɛ̃,0.10000000000000142,36.16,36.26,2,d,p,ɔ,d.ɛ̃,36.12,36.26,d'importe,d.ɛ̃.p.ɔ.ʁ.t,36.12,36.59
98330_f4_int4_2021_03_31_CH_0-1433,98330,ɛ̃,0.10000000000000142,21.22,21.32,2,ʎ,d,ɛ,ʎ.ɛ̃,21.16,21.32,lien,ʎ.ɛ̃,21.16,21.32
14401_f5_int6_2022_03_29_assnat_174837,14401,ɛ̃,0.07000000000000028,60.2,60.27,2,m,p,u,m.ɛ̃,60.13,60.27,main,m.ɛ̃,60.13,60.27
27263_f6_int7_20221201_CH_194021,27263,ɛ̃,0.10000000000000142,58.41,58.51,1,ʁ,p,ɔ,ɛ̃,58.41,58.51,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,58.41,58.86
30777_f7_int8_20221206_CH_193811,30777,ɛ̃,0.13000000000000256,61.73,61.86,3,m,<SIL>,o,m.ɛ̃,61.64,61.86,humains,y.m.ɛ̃,61.55,61.86
23400_f4_int5_2017_04_27_comm,23400,ɛ̃,0.0799999999999983,67.48,67.56,2,f,d,y,f.ɛ̃,67.35,67.56,fin,f.ɛ̃,67.35,67.56
13539_f2_int4_2019_04_02_assnat_1622,13539,ɛ̃,0.14000000000000057,51.98,52.12,1,<SIL>,d,i,ɛ̃,51.98,52.12,indiquait,ɛ̃.d.i.c.ɛ,51.98,52.4
98330_f5_int5_2021_03_31_CH_0-1433,98330,ɛ̃,0.11000000000000032,4.55,4.66,2,s,k,ɑ̃,s.ɛ̃.k,4.44,4.74,cinq,s.ɛ̃.k,4.44,4.74
27263_f2_int3_20221201_CH_194021,27263,ɛ̃,0.10999999999999945,40.07,40.18,1,t,f,l,ɛ̃,40.07,40.18,inflation,ɛ̃.f.l.a.s.j.ɔ̃,40.07,40.79
29097_f5_int7_20221206_CH_161009,29097,ɛ̃,0.07000000000000028,40.26,40.33,2,l,t,i,l.ɛ̃,40.21,40.33,l'intimidation,l.ɛ̃.t.i.m.i.d.a.s.j.ɔ̃,40.21,41.21
ANQ031-23,46224,ɛ̃,0.05986394557822905,33.83560090702948,33.89546485260771,3,ʁ,s,i,p.ʁ.ɛ̃,33.74580498866214,33.89546485260771,principal,p.ʁ.ɛ̃.s.i.p.a.l,33.74580498866214,34.12494331065759
14401_f1_int2_2022_03_29_assnat_174837,14401,ɛ̃,0.10000000000000142,50.68,50.78,2,s,s,ɛ,s.ɛ̃,50.56,50.78,sincèrement,s.ɛ̃.s.ɛ.ʁ.m.ɑ̃,50.56,51.35
63101_f4_int5_2014_02_18_assnat,63101,ɛ̃,0.1600000000000037,62.93,63.09,2,v,t,s,v.ɛ̃.t,62.86,63.14,vingt,v.ɛ̃.t,62.86,63.14
47863_f7_int9_20230328_CH_111155,47863,ɛ̃,0.1700000000000017,29.88,30.05,3,m,<SIL>,e,m.ɛ̃,29.78,30.05,humain,y.m.ɛ̃,29.71,30.05
ANQ096-4,10162,ɛ̃,0.08979591836734357,48.741723356009075,48.83151927437642,3,f,k,ə,f.ɛ̃,48.66190476190476,48.83151927437642,afin,a.f.ɛ̃,48.562131519274374,48.83151927437642
59678_f5_int5_2019_04_18_CH_0-19_30,59678,ɛ̃,0.12999999999999545,86.01,86.14,2,v,t,s,v.ɛ̃.t,85.89,86.18,vingt,v.ɛ̃.t,85.89,86.18
ANQ102-5,34408,ɛ̃,0.08979591836734668,3.2151927437641725,3.304988662131519,2,n,k,y,n.ɛ̃,3.085487528344671,3.304988662131519,incurie,n.ɛ̃.k.y.ʁ.i,3.085487528344671,3.6941043083900222
ANQ074-1,98588,ɛ̃,0.05986394557822905,44.621088435374155,44.680952380952384,5,t,n,ɔ̃,t.ɛ̃,44.56122448979592,44.680952380952384,certain,s.ɛ.ʁ.t.ɛ̃,44.35170068027211,44.680952380952384
ANQ067-8,93238,ɛ̃,0.08979591836734713,15.646938775510202,15.73673469387755,3,w,t,ʁ,p.w.ɛ̃,15.497278911564624,15.73673469387755,point,p.w.ɛ̃,15.497278911564624,15.73673469387755
98330_f1_int2_2015_11_17_assnat,98330,ɛ̃,0.10999999999999945,66.23,66.34,2,s,ɑ̃,ʁ,s.ɛ̃,66.13,66.34,saint,s.ɛ̃,66.13,66.34
ANQ031-23,46224,ɛ̃,0.09977324263039122,46.43696145124717,46.536734693877555,1,ʒ,s,i,ɛ̃,46.43696145124717,46.536734693877555,insiste,ɛ̃.s.i.s,46.43696145124717,46.87596371882086
48329_f6_int7_2019_04_02_assnat_1952,48329,ɛ̃,0.0799999999999983,37.92,38,3,f,ʒ,ə,f.ɛ̃,37.83,38,enfin,ɑ̃.f.ɛ̃,37.72,38
61332_f12_int18_2013_02_15_comm_1,61332,ɛ̃,0.27000000000000046,4.34,4.61,2,c,z,k,c.ɛ̃.z,4.26,4.71,quinze,c.ɛ̃.z,4.26,4.71
ANQ031-17,46224,ɛ̃,0.05986394557823615,58.429705215419496,58.48956916099773,1,ɑ̃,f,ɔ,ɛ̃,58.429705215419496,58.48956916099773,informatique,ɛ̃.f.ɔ.ʁ.m.a.t.i.k,58.429705215419496,59.13809523809524
59967_f3_int6_2010_04_20_comm,59967,ɛ̃,0.09000000000000008,1.78,1.87,2,m,t,n,m.ɛ̃.t,1.75,1.96,maintenant,m.ɛ̃.t.n.ɑ̃,1.75,2.11
85186_f4_int5_20221201_CH_205221,85186,ɛ̃,0.07000000000000739,73.1,73.17,3,w,d,ə,s.w.ɛ̃,72.95,73.17,soin,s.w.ɛ̃,72.95,73.17
20923_f2_int3_2005_05_03_assnat,20923,ɛ̃,0.08999999999999986,4.07,4.16,3,w,<SIL>,a,s.w.ɛ̃,3.87,4.16,soins,s.w.ɛ̃,3.87,4.16
28898_f4_int4_2019_05_02_CH_0-19_30,28898,ɛ̃,0.10999999999999945,83.45,83.56,1,z,p,ɔ,ɛ̃,83.45,83.56,important,ɛ̃.p.ɔ.ʁ.t.ɑ̃,83.45,83.94
ANQ031-6,46224,ɛ̃,0.07981859410430303,54.27913832199547,54.35895691609977,1,sp,s,k,ɛ̃,54.27913832199547,54.35895691609977,inscrit,ɛ̃.s.k.ʁ.i,54.27913832199547,54.66825396825397
ANQ067-5,93238,ɛ̃,0.14965986394557795,4.093197278911565,4.242857142857143,2,v,t,s,v.ɛ̃,4.033333333333333,4.242857142857143,vingt-cinq,v.ɛ̃.t.s.ɛ̃.k,4.033333333333333,4.532199546485261
52013_f5_int5_2021_03_31_CH_0-1652,52013,ɛ̃,0.07999999999999963,3.24,3.32,2,v,t,e,v.ɛ̃.t,3.19,3.39,vingt,v.ɛ̃.t,3.19,3.39
63659_f1_int2_20230329_CH_151603,63659,ɛ̃,0.09000000000000341,91.09,91.18,1,ɑ̃,f,ʁ,ɛ̃,91.09,91.18,infrastructures,ɛ̃.f.ʁ.ɑ.s.t.ʁ.y.k.t.y.ʁ,91.09,91.89
28898_f4_int4_2019_05_02_CH_0-19_30,28898,ɛ̃,0.09000000000000341,70.32,70.41,2,s,k,ɑ̃,s.ɛ̃,70.15,70.41,cinquante,s.ɛ̃.k.ɑ̃.t,70.15,70.72
29097_f5_int7_20221206_CH_161009,29097,ɛ̃,0.11999999999999744,23.69,23.81,1,t,s,p,ɛ̃,23.69,23.81,inspirant,ɛ̃.s.p.i.ʁ.ɑ̃,23.69,24.41
38811_f12_int13_2018_03_21_assnat,38811,ɛ̃,0.0800000000000054,62.73,62.81,1,f,s,t,ɛ̃,62.73,62.81,instituée,ɛ̃.s.t.i.t.ɥ.e,62.73,63.14
45127_f2_int3_20221201_CH_215149,45127,ɛ̃,0.0799999999999983,86.09,86.17,1,m,t,ɑ̃,ɛ̃,86.09,86.17,intention,ɛ̃.t.ɑ̃.s.j.ɔ̃,86.09,86.81
38811_f11_int12_2018_03_21_assnat,38811,ɛ̃,0.20999999999999996,0.8,1.01,2,s,k,d,s.ɛ̃.k,0.61,1.07,cinq,s.ɛ̃.k,0.61,1.07
38811_f9_int10_2018_03_21_assnat,38811,ɛ̃,0.08000000000000185,16.99,17.07,2,d,p,o,d.ɛ̃,16.94,17.07,d'imposition,d.ɛ̃.p.o.z.i.s.j.ɔ̃,16.94,17.72
18111_f3_int4_2014_02_18_assnat,18111,ɛ̃,0.10000000000000142,49.69,49.79,1,ɔ̃,t,ʁ,ɛ̃,49.69,49.79,introduit,ɛ̃.t.ʁ.ɔ.d.ɥ.i,49.69,50.32
20189_f4_int8_2022_03_24_assnat_151628,20189,ɛ̃,0.08000000000000185,16.68,16.76,1,e,f,ʁ,ɛ̃,16.68,16.76,infrastructures,ɛ̃.f.ʁ.ɑ.s.t.ʁ.y.k.t.y.ʁ,16.68,17.48
98330_f2_int3_2015_11_17_assnat,98330,ɛ̃,0.06000000000000227,92.47,92.53,2,c,k,ɑ,c.ɛ̃,92.39,92.53,quincaillerie,c.ɛ̃.k.ɑ.j.ʁ.i,92.39,92.9
23400_f6_int8_2017_04_27_comm,23400,ɛ̃,0.09000000000000341,42.91,43,1,ʁ,f,ɔ,ɛ̃,42.91,43,informer,ɛ̃.f.ɔ.ʁ.m.e,42.91,43.34
63659_f1_int2_20230329_CH_151603,63659,ɛ̃,0.15000000000000213,21.61,21.76,2,s,s,ɜ,s.ɛ̃,21.47,21.76,sincère,s.ɛ̃.s.ɜ.ʁ,21.47,22.13
89010_f4_int5_2022_03_29_assnat_105202,89010,ɛ̃,0.10999999999999945,21.2,21.31,5,w,d,ə,w.ɛ̃,21.16,21.31,besoin,b.ə.z.w.ɛ̃,20.94,21.31
