discourse,speaker,phone,phone_duration,phone_begin,phone_end,phone_position,previous_phone,following_phone,following_following_phone,syllable,syllable_begin,syllable_end,word,transcription,word_begin,word_end
98330_f2_int2_2021_03_31_CH_0-1433,98330,œ,0.120000000000001,25.32,25.44,2,n,f,<SIL>,n.œ.f,25.27,25.71,neuf,n.œ.f,25.27,25.71
11696_f4_int5_20230329_CH_154830,11696,œ,0.0899999999999963,54.2,54.29,4,j,ʁ,y,j.œ.ʁ,54.17,54.32,d'ailleurs,d.a.j.œ.ʁ,54.1,54.32
27263_f4_int5_20221201_CH_194021,27263,œ,0.05999999999998806,72.43,72.49,2,l,ʁ,p,l.œ.ʁ,72.38,72.6,leurs,l.œ.ʁ,72.38,72.6
38811_f13_int14_2018_03_21_assnat,38811,œ,0.1200000000000001,3.44,3.56,4,m,ʁ,e,m.œ,3.36,3.56,demeurer,d.ə.m.œ.ʁ.e,3.21,3.71
68409_f3_int3_2022_03_29_CH_0-1724,68409,œ,0.15000000000000568,93.25,93.4,2,ʒ,n,m,ʒ.œ.n,93.07,93.55,jeunes,ʒ.œ.n,93.07,93.55
ANQ031-17,46224,œ,0.10975056689342466,79.81111111111112,79.92086167800454,6,j,ʁ,d,ʁ.j.œ.ʁ,79.64149659863946,79.98072562358277,intérieur,ɛ̃.t.e.ʁ.j.œ.ʁ,79.42199546485261,79.98072562358277
20978_f6_int10_2017_04_27_comm,20978,œ,0.05999999999999961,6.69,6.75,4,j,ʁ,d,j.œ.ʁ,6.6,6.81,d'ailleurs,d.a.j.œ.ʁ,6.44,6.81
20189_f2_int2_2021_03_31_CH_0-1626,20189,œ,0.3499999999999943,76.65,77,4,t,ʁ,<SIL>,t.œ.ʁ,76.56,77.13,moteurs,m.ɔ.t.œ.ʁ,76.42,77.13
20923_f7_int11_2006_03_03_assnat,20923,œ,0.10000000000000142,37.14,37.24,5,t,ʁ,d,t.œ.ʁ,37.11,37.27,secteurs,s.ɛ.k.t.œ.ʁ,36.91,37.27
ANQ096-12,10162,œ,0.15963718820862027,83.68231292517007,83.84195011337869,4,v,ʁ,d,v.œ.ʁ,83.59251700680272,83.91179138321996,faveur,f.a.v.œ.ʁ,83.3829931972789,83.91179138321996
79155_f3_int5_20230329_CH_163526,79155,œ,0.06999999999999673,29.17,29.24,2,l,ʁ,ɛ̃,l.œ.ʁ,29.1,29.28,leur,l.œ.ʁ,29.1,29.28
20189_f4_int4_2021_03_31_CH_0-1626,20189,œ,0.5700000000000074,63.69,64.26,7,j,ʁ,<SIL>,ʁ.j.œ.ʁ,63.55,64.32,supérieur,s.y.p.e.ʁ.j.œ.ʁ,63.3,64.32
85186_f1_int2_20221201_CH_205221,85186,œ,0.1399999999999988,13.72,13.86,3,n,ʁ,e,n.œ.ʁ,13.65,13.93,honneur,ɔ.n.œ.ʁ,13.56,13.93
68749_f2_int2_2019_04_18_CAT_0-19_30,68749,œ,0.10999999999999945,34.4,34.51,1,ɑ̃,v,ʁ,œ.v.ʁ,34.4,34.73,oeuvre,œ.v.ʁ,34.4,34.73
48329_f4_int5_2019_04_02_assnat_1952,48329,œ,0.06000000000000227,38.03,38.09,2,n,f,m,n.œ.f,37.9,38.22,neuf,n.œ.f,37.9,38.22
92098_f2_int3_2018_06_07_assnat_2,92098,œ,0.10000000000000142,49.71,49.81,2,ʒ,n,f,ʒ.œ.n,49.62,49.87,jeunes,ʒ.œ.n,49.62,49.87
27263_f6_int7_20221201_CH_194021,27263,œ,0.10000000000000853,64.38,64.48,2,s,l,ʎ,s.œ.l,64.22,64.53,seul,s.œ.l,64.22,64.53
30777_f9_int10_20221206_CH_193811,30777,œ,0.0799999999999983,31.51,31.59,2,l,ʁ,i,l.œ.ʁ,31.46,31.65,leur,l.œ.ʁ,31.46,31.65
85186_f2_int3_20221201_CH_205221,85186,œ,0.16000000000000014,3.78,3.94,1,ɑ̃,v,ʁ,œ.v.ʁ,3.78,4.02,oeuvre,œ.v.ʁ,3.78,4.02
61332_f8_int11_2013_02_15_comm_1,61332,œ,0.2699999999999996,30.36,30.63,4,ɡ,ʁ,d,ɡ.œ.ʁ,30.28,30.66,rigueur,ʁ.i.ɡ.œ.ʁ,30.17,30.66
79155_f2_int3_20230329_CH_163526,79155,œ,0.10000000000000142,38.1,38.2,7,j,ʁ,d,j.œ.ʁ,38.04,38.25,travailleurs,t.ʁ.a.v.a.j.œ.ʁ,37.78,38.25
11696_f1_int2_20230329_CH_154830,11696,œ,0.14999999999999858,53.99,54.14,3,l,v,<SIL>,f.l.œ.v,53.78,54.27,fleuve,f.l.œ.v,53.78,54.27
13539_f3_int5_2019_04_02_assnat_1622,13539,œ,0.09000000000000341,33.11,33.2,2,l,ʁ,<SIL>,l.œ.ʁ,33.07,33.38,leur,l.œ.ʁ,33.07,33.38
30777_f4_int5_20221206_CH_193811,30777,œ,0.09999999999999432,61.38,61.48,2,l,ʁ,l,l.œ.ʁ,61.35,61.53,leur,l.œ.ʁ,61.35,61.53
30777_f12_int13_20221206_CH_193811,30777,œ,0.09000000000000341,72.49,72.58,2,ʒ,n,f,ʒ.œ.n,72.42,72.65,jeunes,ʒ.œ.n,72.42,72.65
27263_f3_int4_20221201_CH_194021,27263,œ,0.15000000000000213,24.08,24.23,4,j,ʁ,l,j.œ.ʁ,23.95,24.26,meilleur,m.ɛ.j.œ.ʁ,23.82,24.26
47863_f8_int10_20230328_CH_111155,47863,œ,0.17999999999999972,17.86,18.04,2,s,l,<SIL>,s.œ.l,17.73,18.16,seule,s.œ.l,17.73,18.16
11696_f1_int2_20230329_CH_154830,11696,œ,0.07000000000000028,38.2,38.27,4,l,ʁ,<SIL>,l.œ.ʁ,38.17,38.4,couleur,k.u.l.œ.ʁ,37.99,38.4
92098_f2_int3_2018_06_07_assnat_2,92098,œ,0.09000000000000341,43.68,43.77,2,ʒ,n,f,ʒ.œ.n,43.62,43.82,jeunes,ʒ.œ.n,43.62,43.82
94076_f8_int10_2022_03_30_assnat_164838,94076,œ,0.0799999999999983,43.93,44.01,1,ʁ,ʁ,<SIL>,œ.ʁ,43.93,44.04,heures,œ.ʁ,43.93,44.04
37282_f4_int6_20230328_CH_182011,37282,œ,0.12999999999999545,90.68,90.81,2,ʒ,n,<SIL>,ʒ.œ.n,90.57,91,jeunes,ʒ.œ.n,90.57,91
79155_f3_int5_20230329_CH_163526,79155,œ,0.14000000000000057,76.79,76.93,2,d,v,ʁ,d.œ.v.ʁ,76.72,76.99,d'oeuvre,d.œ.v.ʁ,76.72,76.99
98330_f5_int6_2016_09_12_comm_2,98330,œ,0.0799999999999983,24.46,24.54,10,n,ʁ,j,n.œ,24.4,24.54,d'entrepreneuriat,d.ɑ̃.t.ʁ.ə.p.ʁ.ə.n.œ.ʁ.j.ɑ,23.94,24.85
61332_f12_int18_2013_02_15_comm_1,61332,œ,0.05000000000000071,19.84,19.89,2,l,ʁ,œ,l.œ.ʁ,19.8,19.9,l'heure,l.œ.ʁ,19.8,19.9
52013_f4_int4_2021_03_31_CH_0-1652,52013,œ,0.1700000000000017,49.18,49.35,4,k,j,<SIL>,k.œ.j,49.05,49.56,d'accueil,d.a.k.œ.j,48.9,49.56
30777_f1_int2_20221206_CH_193811,30777,œ,0.25,18.68,18.93,3,ɔ,ʁ,<SIL>,œ.ʁ,18.68,19.05,coeur,k.ɔ.œ.ʁ,18.54,19.05
86777_f2_int3_20230329_CH_120834,86777,œ,0.06999999999999318,89.73,89.8,5,t,ʁ,d,t.œ.ʁ,89.69,89.86,secteur,s.ɛ.k.t.œ.ʁ,89.48,89.86
86777_f4_int5_20230329_CH_120834,86777,œ,0.08000000000000007,6.95,7.03,2,n,v,v,n.œ.v,6.89,7.07,neuf,n.œ.v,6.89,7.07
23400_f4_int5_2017_04_27_comm,23400,œ,0.06000000000000227,37.18,37.24,6,j,ʁ,a,z.j.œ.ʁ,37.07,37.38,plusieurs,p.l.y.z.j.œ.ʁ,36.94,37.38
30777_f11_int12_20221206_CH_193811,30777,œ,0.0600000000000005,14.52,14.58,2,l,ʁ,p,l.œ.ʁ,14.47,14.73,leur,l.œ.ʁ,14.47,14.73
23806_f4_int5_20221206_CH_205000,23806,œ,0.09999999999999432,66.18,66.28,2,l,ʁ,d,l.œ.ʁ,66.14,66.35,leur,l.œ.ʁ,66.14,66.35
20189_f4_int4_2021_03_31_CH_0-1626,20189,œ,0.18000000000000682,73.63,73.81,7,j,ʁ,œ̃,ʁ.j.œ.ʁ,73.5,73.86,supérieur,s.y.p.e.ʁ.j.œ.ʁ,73.23,73.86
52013_f1_int1_2021_03_31_CH_0-1652,52013,œ,0.14000000000000057,78.23,78.37,4,ʒ,ʁ,e,ʒ.œ.ʁ,78.17,78.43,majeur,m.a.ʒ.œ.ʁ,78.03,78.43
98330_f2_int3_2016_09_12_comm_2,98330,œ,0.07000000000000028,56.43,56.5,4,j,ʁ,m,j.œ.ʁ,56.34,56.56,meilleure,m.ɛ.j.œ.ʁ,56.18,56.56
98330_f7_int7_2021_03_31_CH_0-1433,98330,œ,0.05000000000000426,55.23,55.28,2,n,f,p,n.œ.f,55.15,55.39,neuf,n.œ.f,55.15,55.39
ANQ031-19,46224,œ,0.07981859410430303,52.82244897959184,52.90226757369614,7,t,ʁ,p,t.œ.ʁ,52.772562358276645,52.96213151927438,directeur,d.i.ʁ.ɛ.k.t.œ.ʁ,52.48321995464853,52.96213151927438
64968_f1_int2_2022_03_29_assnat_164708,64968,œ,0.09000000000000341,61.12,61.21,7,f,j,d,f.œ.j,61.02,61.3,portefeuille,p.ɔ.ʁ.t.ə.f.œ.j,60.65,61.3
48329_f1_int2_2019_04_02_assnat_1952,48329,œ,0.06999999999999318,75.17,75.24,5,ʁ,j,e,d.ʁ.œ.j,75.09,75.31,vaudreuil,v.o.d.ʁ.œ.j,74.97,75.31
86777_f1_int2_20230329_CH_120834,86777,œ,0.10000000000000142,37.14,37.24,4,d,ʁ,ʃ,d.œ.ʁ,37.08,37.31,leadership,ʎ.i.d.œ.ʁ.ʃ.i.p,36.98,37.6
68409_f3_int3_2022_03_29_CH_0-1724,68409,œ,0.05000000000000426,47.9,47.95,2,l,ʁ,p,l.œ.ʁ,47.83,48.11,leur,l.œ.ʁ,47.83,48.11
52013_f1_int1_2021_03_31_CH_0-1652,52013,œ,0.16000000000000014,4.8,4.96,4,n,ʁ,d,n.œ.ʁ,4.75,5.02,bonheur,b.ɔ.n.œ.ʁ,4.59,5.02
10622_f3_int4_20221202_CH_115051,10622,œ,0.0800000000000054,51.16,51.24,7,j,ʁ,t,j.œ.ʁ,51.13,51.32,travailleurs,t.ʁ.a.v.a.j.œ.ʁ,50.91,51.32
27263_f2_int3_20221201_CH_194021,27263,œ,0.12000000000000456,87.47,87.59,2,ʒ,n,e,ʒ.œ.n,87.38,87.65,jeunes,ʒ.œ.n,87.38,87.65
ANQ067-11,93238,œ,0.08979591836734624,5.749433106575964,5.83922902494331,10,t,ʁ,ʒ,t.œ.ʁ,5.689569160997733,5.899092970521543,vérificateur,v.e.ʁ.i.f.i.k.a.t.œ.ʁ,5.190702947845805,5.899092970521543
10622_f4_int5_20221202_CH_115051,10622,œ,0.06000000000000227,49.83,49.89,6,d,ʁ,d,d.œ.ʁ,49.78,49.95,demandeurs,d.ə.m.ɑ̃.d.œ.ʁ,49.54,49.95
98330_f6_int6_2021_03_31_CH_0-1433,98330,œ,0.2199999999999989,37.82,38.04,4,j,ʁ,<SIL>,j.œ.ʁ,37.73,38.14,d'ailleurs,d.a.j.œ.ʁ,37.63,38.14
20189_f13_int24_2022_03_24_assnat_151628,20189,œ,0.17999999999999972,11.68,11.86,7,t,ʁ,s,t.œ.ʁ,11.61,11.91,médiateur,m.e.d.j.a.t.œ.ʁ,11.22,11.91
94076_f2_int3_2022_03_30_assnat_164838,94076,œ,0.08000000000000185,18.08,18.16,9,t,ʁ,a,t.œ.ʁ,18.01,18.23,respirateur,ʁ.ɛ.s.p.i.ʁ.a.t.œ.ʁ,17.57,18.23
30777_f11_int12_20221206_CH_193811,30777,œ,0.13000000000000256,37.73,37.86,2,d,v,ʁ,d.œ.v.ʁ,37.7,38.04,d'oeuvre,d.œ.v.ʁ,37.7,38.04
68409_f2_int2_2022_03_29_CH_0-1724,68409,œ,0.23999999999999488,76.72,76.96,4,j,ʁ,<SIL>,j.œ.ʁ,76.64,77.11,d'ailleurs,d.a.j.œ.ʁ,76.49,77.11
13539_f3_int5_2019_04_02_assnat_1622,13539,œ̃,0.13000000000000256,46.26,46.39,3,c,ɛ̃,v,c.œ̃,46.18,46.39,aucun,o.c.œ̃,46.03,46.39
20189_f11_int20_2022_03_24_assnat_151628,20189,œ̃,0.09999999999999964,9.26,9.36,1,t,d,o,œ̃,9.26,9.36,un,œ̃,9.26,9.36
20291_f6_int7_20230328_CH_161055,20291,œ̃,0.10000000000000142,56.99,57.09,1,ɑ,l,ɛ,œ̃,56.99,57.09,un,œ̃,56.99,57.09
55473_f1_int2_2022_03_24_assnat_160345,55473,œ̃,0.08999999999999986,25.49,25.58,1,ʁ,k,a,œ̃,25.49,25.58,un,œ̃,25.49,25.58
63101_f2_int4_2013_12_04_comm,63101,œ̃,0.27999999999999936,13.84,14.12,2,d,<SIL>,k,d.œ̃,13.76,14.12,d'un,d.œ̃,13.76,14.12
61332_f1_int2_2013_02_15_comm_1,61332,œ̃,0.0799999999999983,63.56,63.64,1,t,k,ɔ̃,œ̃,63.56,63.64,un,œ̃,63.56,63.64
98330_f6_int6_2021_03_31_CH_0-1433,98330,œ̃,0.0800000000000054,35.23,35.31,2,d,c,e,d.œ̃,35.16,35.31,d'un,d.œ̃,35.16,35.31
20978_f4_int7_2017_04_27_comm,20978,œ̃,0.07999999999999918,7.48,7.56,2,d,b,y,d.œ̃,7.41,7.56,d'un,d.œ̃,7.41,7.56
86777_f2_int3_20230329_CH_120834,86777,œ̃,0.06000000000000227,78.61,78.67,1,ɔ̃,ʁ,a,œ̃,78.61,78.67,un,œ̃,78.61,78.67
93404_f13_int21_2010_05_11_comm,93404,œ̃,0.11000000000000298,18.33,18.44,1,e,ʁ,ə,œ̃,18.33,18.44,un,œ̃,18.33,18.44
20189_f1_int1_2021_03_31_CH_0-1626,20189,œ̃,0.08000000000000007,9.06,9.14,1,ʁ,p,l,œ̃,9.06,9.14,un,œ̃,9.06,9.14
ANQ069-7,95075,œ̃,0.09977324263038412,11.117233560090703,11.217006802721087,1,t,t,ʁ,œ̃,11.117233560090703,11.217006802721087,un,œ̃,11.117233560090703,11.217006802721087
ANQ031-6,46224,œ̃,0.15963718820863448,82.31541950113377,82.47505668934241,2,z,k,ɑ,z.œ̃,82.23560090702948,82.47505668934241,un,z.œ̃,82.23560090702948,82.47505668934241
ANQ031-24,46224,œ̃,0.1396825396825392,26.362585034013605,26.502267573696145,1,d,k,o,œ̃,26.362585034013605,26.502267573696145,un,œ̃,26.362585034013605,26.502267573696145
27263_f1_int2_20221201_CH_194021,27263,œ̃,0.269999999999996,71.14,71.41,1,<SIL>,d,ə,œ̃,71.14,71.41,un,œ̃,71.14,71.41
20189_f6_int6_2021_03_31_CH_0-1626,20189,œ̃,0.13000000000000256,16.58,16.71,1,<SIL>,l,ə,œ̃,16.58,16.71,un,œ̃,16.58,16.71
ANQ096-11,10162,œ̃,0.24943310657596385,9.740362811791382,9.989795918367346,1,ə,d,y,œ̃,9.740362811791382,9.989795918367346,un,œ̃,9.740362811791382,9.989795918367346
89010_f8_int10_2022_03_29_assnat_105202,89010,œ̃,0.13000000000000256,56.55,56.68,1,t,ɛ,ɡ,œ̃,56.55,56.68,un,œ̃,56.55,56.68
ANQ031-16,46224,œ̃,0.099773242630377,83.05374149659865,83.15351473922902,2,t,ʃ,w,t.œ̃,83.01383219954648,83.15351473922902,un,t.œ̃,83.01383219954648,83.15351473922902
ANQ067-16,93238,œ̃,0.12970521541949864,49.81927437641723,49.94897959183673,3,k,p,l,k.œ̃,49.72947845804988,49.94897959183673,aucun,o.k.œ̃,49.589795918367344,49.94897959183673
28898_f6_int6_2019_05_02_CH_0-19_30,28898,œ̃,0.14000000000000057,34.07,34.21,1,ɑ,d,e,œ̃,34.07,34.21,un,œ̃,34.07,34.21
38811_f9_int10_2018_03_21_assnat,38811,œ̃,0.14999999999999858,34.21,34.36,1,ɑ,<SIL>,w,œ̃,34.21,34.36,un,œ̃,34.21,34.36
30777_f6_int7_20221206_CH_193811,30777,œ̃,0.11999999999999744,40.04,40.16,1,t,ɔ,b,œ̃,40.04,40.16,un,œ̃,40.04,40.16
20923_f2_int4_2006_03_03_assnat,20923,œ̃,0.06000000000000227,44.07,44.13,1,e,p,ø,œ̃,44.07,44.13,un,œ̃,44.07,44.13
63659_f5_int8_20230329_CH_151603,63659,œ̃,0.06000000000000227,75.7,75.76,1,k,ɡ,u,œ̃,75.7,75.76,un,œ̃,75.7,75.76
18111_f1_int2_2014_02_18_assnat,18111,œ̃,0.10999999999999945,25.64,25.75,1,e,ɡ,ʁ,œ̃,25.64,25.75,un,œ̃,25.64,25.75
37282_f3_int5_20230328_CH_182011,37282,œ̃,0.25,29.44,29.69,1,<SIL>,ɑ̃,<SIL>,œ̃,29.44,29.69,un,œ̃,29.44,29.69
23806_f1_int2_20221206_CH_205000,23806,œ̃,0.14000000000000057,17.53,17.67,1,<SIL>,m,ɑ̃,œ̃,17.53,17.67,un,œ̃,17.53,17.67
47863_f9_int11_20230328_CH_111155,47863,œ̃,0.1599999999999966,26.67,26.83,1,<SIL>,l,w,œ̃,26.67,26.83,un,œ̃,26.67,26.83
47863_f7_int9_20230328_CH_111155,47863,œ̃,0.14000000000000057,47.54,47.68,1,<SIL>,f,i,œ̃,47.54,47.68,un,œ̃,47.54,47.68
63101_f1_int2_2013_11_29_comm,63101,œ̃,0.17999999999999972,9.05,9.23,1,œ̃,d,e,œ̃,9.05,9.23,un,œ̃,9.05,9.23
13539_f2_int4_2019_04_02_assnat_1622,13539,œ̃,0.11999999999999744,36.49,36.61,1,k,ʁ,a,œ̃,36.49,36.61,un,œ̃,36.49,36.61
63101_f1_int2_2013_11_21_comm,63101,œ̃,0.0600000000000005,9.07,9.13,1,ɔ̃,t,ʁ,œ̃,9.07,9.13,un,œ̃,9.07,9.13
27263_f1_int2_20221201_CH_194021,27263,œ̃,0.10999999999999945,41.31,41.42,1,e,p,ɔ,œ̃,41.31,41.42,un,œ̃,41.31,41.42
20291_f8_int9_20230328_CH_161055,20291,œ̃,0.14999999999999858,49.4,49.55,1,<SIL>,ʁ,e,œ̃,49.4,49.55,un,œ̃,49.4,49.55
ANQ031-15,46224,œ̃,0.11972789115646344,10.768027210884352,10.887755102040815,1,sp,g,u,œ̃,10.768027210884352,10.887755102040815,un,œ̃,10.768027210884352,10.887755102040815
92340_f5_int6_2022_03_29_assnat_110941,92340,œ̃,0.11999999999999988,1.34,1.46,1,<SIL>,p,ø,œ̃,1.34,1.46,un,œ̃,1.34,1.46
86777_f2_int3_20230329_CH_120834,86777,œ̃,0.08999999999999986,10.36,10.45,2,d,m,ɔ̃,d.œ̃,10.32,10.45,d'un,d.œ̃,10.32,10.45
27263_f6_int7_20221201_CH_160010,27263,œ̃,0.1700000000000017,20.11,20.28,1,<SIL>,o,t,œ̃,20.11,20.28,un,œ̃,20.11,20.28
30777_f6_int7_20221206_CH_193811,30777,œ̃,0.17999999999999972,58.88,59.06,1,a,ɑ̃,f,œ̃,58.88,59.06,un,œ̃,58.88,59.06
89010_f3_int4_2022_03_29_assnat_105202,89010,œ̃,0.10999999999999945,26.41,26.52,1,u,ɔ,p,œ̃,26.41,26.52,un,œ̃,26.41,26.52
52013_f4_int4_2021_03_31_CH_0-1652,52013,œ̃,0.06000000000000227,60.78,60.84,2,d,ʁ,ə,d.œ̃,60.73,60.84,d'un,d.œ̃,60.73,60.84
94076_f4_int5_2021_03_31_CH_0-1641,94076,œ̃,0.0800000000000125,87.32,87.4,1,ʁ,p,ɑ,œ̃,87.32,87.4,un,œ̃,87.32,87.4
13539_f5_int7_2019_04_02_assnat_1622,13539,œ̃,0.14000000000000057,52.42,52.56,1,<SIL>,o,t,œ̃,52.42,52.56,un,œ̃,52.42,52.56
86777_f5_int6_20230329_CH_120834,86777,œ̃,0.25,73.02,73.27,1,t,ɛ,k,œ̃,73.02,73.27,un,œ̃,73.02,73.27
20189_f2_int4_2022_03_24_assnat_151628,20189,œ̃,0.12999999999999545,81.54,81.67,1,ɑ,ɡ,ʁ,œ̃,81.54,81.67,un,œ̃,81.54,81.67
64968_f8_int10_2022_03_29_assnat_164708,64968,œ̃,0.2400000000000091,86.24,86.48,1,e,<SIL>,ɑ̃,œ̃,86.24,86.48,un,œ̃,86.24,86.48
ANQ067-11,93238,œ̃,0.09977324263038768,17.871882086167798,17.971655328798185,2,t,n,e,t.œ̃,17.82199546485261,17.971655328798185,un,t.œ̃,17.82199546485261,17.971655328798185
20488_f3_int4_2022_03_29_assnat_161259,20488,œ̃,0.09999999999999432,34.45,34.55,4,m,<SIL>,ɔ̃,m.œ̃,34.38,34.55,commun,k.ɔ.m.œ̃,34.26,34.55
ANQ069-6,95075,œ̃,0.09977324263038412,22.092290249433105,22.19206349206349,1,d,p,ʁ,œ̃,22.092290249433105,22.19206349206349,un,œ̃,22.092290249433105,22.19206349206349
13539_f4_int6_2019_04_02_assnat_1622,13539,œ̃,0.14000000000000057,59.69,59.83,1,ɑ̃,p,ʁ,œ̃,59.69,59.83,un,œ̃,59.69,59.83
89010_f13_int16_2022_03_29_assnat_105202,89010,œ̃,0.16000000000000014,16.69,16.85,1,k,m,ɛ,œ̃,16.69,16.85,uns,œ̃,16.69,16.85
30777_f8_int9_20221206_CH_193811,30777,œ̃,0.13000000000000256,61.8,61.93,2,d,k,ɔ̃,d.œ̃,61.77,61.93,d'un,d.œ̃,61.77,61.93
20978_f5_int9_2017_04_27_comm,20978,œ̃,0.05999999999999517,37.67,37.73,1,ʁ,p,ʁ,œ̃,37.67,37.73,un,œ̃,37.67,37.73
98330_f3_int4_2015_11_17_assnat,98330,œ̃,0.05000000000000071,24.33,24.38,1,e,c,e,œ̃,24.33,24.38,un,œ̃,24.33,24.38
76718_f2_int4_2006_06_12_assnat,76718,œ̃,0.120000000000001,13.37,13.49,1,<SIL>,t,ɛ,œ̃,13.37,13.49,un,œ̃,13.37,13.49
38811_f5_int6_2018_03_21_assnat,38811,œ̃,0.11999999999999744,38.17,38.29,1,<SIL>,ʁ,ə,œ̃,38.17,38.29,un,œ̃,38.17,38.29
ANQ050-2,44661,œ̃,0.12970521541950575,33.61609977324263,33.74580498866214,3,ɥ,d,ɛ,ʒ.ɥ.œ̃,33.4265306122449,33.74580498866214,juin,ʒ.ɥ.œ̃,33.4265306122449,33.74580498866214
28898_f7_int7_2019_05_02_CH_0-19_30,28898,œ̃,0.10000000000000853,78.3,78.4,1,l,spn,<SIL>,œ̃,78.3,78.4,un,œ̃,78.3,78.4
93404_f15_int25_2010_05_11_comm,93404,œ̃,0.1899999999999995,8.09,8.28,1,ɑ̃,n,ɔ,œ̃.n,8.09,8.52,une,œ̃.n,8.09,8.52
38811_f2_int3_2018_03_21_assnat,38811,œ̃,0.09999999999999432,84.47,84.57,1,<SIL>,s,ɛ,œ̃,84.47,84.57,un,œ̃,84.47,84.57
20189_f9_int9_2021_03_31_CH_0-1626,20189,œ̃,0.27,2.83,3.1,1,e,<SIL>,d,œ̃,2.83,3.1,un,œ̃,2.83,3.1
38811_f2_int3_2018_03_21_assnat,38811,œ̃,0.0799999999999983,87.79,87.87,2,d,spn,d,d.œ̃,87.72,87.87,d'un,d.œ̃,87.72,87.87
28898_f8_int8_2019_05_02_CH_0-19_30,28898,œ̃,0.09999999999999432,38.56,38.66,2,d,spn,<SIL>,d.œ̃,38.49,38.66,d'un,d.œ̃,38.49,38.66
93404_f3_int4_2010_04_20_comm,93404,œ̃,0.1899999999999995,11.31,11.5,1,ɑ̃,p,a,œ̃,11.31,11.5,un,œ̃,11.31,11.5
28898_f8_int8_2019_05_02_CH_0-19_30,28898,œ̃,0.17999999999999972,59.52,59.7,1,ɑ̃,k,ɔ̃,œ̃,59.52,59.7,un,œ̃,59.52,59.7
20923_f4_int8_2006_03_03_assnat,20923,œ̃,0.05999999999999872,24.87,24.93,1,e,m,i,œ̃,24.87,24.93,un,œ̃,24.87,24.93
94076_f4_int5_2021_03_31_CH_0-1641,94076,œ̃,0.0600000000000005,11.87,11.93,1,ʁ,m,i,œ̃,11.87,11.93,un,œ̃,11.87,11.93
ANQ062-10,69953,œ̃,0.11972789115646164,10.488662131519272,10.608390022675737,1,l,d,e,œ̃,10.488662131519272,10.608390022675737,un,œ̃,10.488662131519272,10.608390022675737
14401_f4_int5_2022_03_29_assnat_174837,14401,œ̃,0.09000000000000341,19.83,19.92,1,t,p,ø,œ̃,19.83,19.92,un,œ̃,19.83,19.92
20978_f2_int3_2017_04_27_comm,20978,œ̃,0.5300000000000011,27.95,28.48,1,ø,k,a,œ̃,27.95,28.48,un,œ̃,27.95,28.48
ANQ067-6,93238,œ̃,0.4589569160997726,35.01292517006803,35.4718820861678,1,m,ʒ,u,œ̃,35.01292517006803,35.4718820861678,un,œ̃,35.01292517006803,35.4718820861678
47863_f8_int10_20230328_CH_111155,47863,œ̃,0.08999999999999986,12.57,12.66,1,k,s,y,œ̃,12.57,12.66,un,œ̃,12.57,12.66
63101_f2_int3_2014_01_16_comm,63101,œ̃,0.1299999999999999,2.75,2.88,1,<SIL>,ʁ,o,œ̃,2.75,2.88,un,œ̃,2.75,2.88
ANQ069-6,95075,œ̃,0.08979591836734713,9.590702947845804,9.680498866213153,1,t,t,ʁ,œ̃,9.590702947845804,9.680498866213153,un,œ̃,9.590702947845804,9.680498866213153
38811_f4_int5_2018_03_21_assnat,38811,œ̃,0.0799999999999983,88.56,88.64,1,e,m,i,œ̃,88.56,88.64,un,œ̃,88.56,88.64
57403_f1_int2_2022_03_29_assnat_170109,57403,œ̃,0.23999999999999844,30.92,31.16,3,w,<SIL>,d,ʒ.w.œ̃,30.56,31.16,juin,ʒ.w.œ̃,30.56,31.16
56492_f1_int2_2018_06_07_assnat_1,56492,œ̃,0.11999999999999744,59.02,59.14,2,d,m,w,d.œ̃,58.94,59.14,d'un,d.œ̃,58.94,59.14
18111_f7_int8_2014_02_18_assnat,18111,œ̃,0.12999999999999545,79.75,79.88,1,e,ʃ,ɑ,œ̃,79.75,79.88,un,œ̃,79.75,79.88
20291_f5_int6_20230328_CH_161055,20291,œ̃,0.09999999999999432,70.98,71.08,1,<SIL>,p,l,œ̃,70.98,71.08,un,œ̃,70.98,71.08
ANQ031-16,46224,œ̃,0.099773242630377,69.41473922902495,69.51451247165532,1,ɛ,b,ɔ̃,œ̃,69.41473922902495,69.51451247165532,un,œ̃,69.41473922902495,69.51451247165532
20923_f6_int10_2006_03_03_assnat,20923,œ̃,0.1599999999999966,94.8,94.96,1,<SIL>,t,ʁ,œ̃,94.8,94.96,un,œ̃,94.8,94.96
98330_f2_int3_2016_09_12_comm_2,98330,œ̃,0.06999999999999673,18.17,18.24,1,<SIL>,k,a,œ̃,18.17,18.24,un,œ̃,18.17,18.24
ANQ086-3,66902,œ̃,0.0698412698412696,46.76621315192744,46.83605442176871,1,ɛ,m,ɑ̃,œ̃,46.76621315192744,46.83605442176871,un,œ̃,46.76621315192744,46.83605442176871
57403_f6_int7_2022_03_29_assnat_170109,57403,œ̃,0.10000000000000007,2.67,2.77,1,k,s,ɛ̃,œ̃,2.67,2.77,un,œ̃,2.67,2.77
18111_f1_int2_2014_02_18_assnat,18111,œ̃,0.0899999999999892,72.4,72.49,2,d,p,ʁ,d.œ̃,72.36,72.49,d'un,d.œ̃,72.36,72.49
